주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,944","2,860","2,682","2,829","4,002","5,660","7,763","9,478"
영업이익,136,212,-56,21,371,650,954,"1,220"
영업이익(발표기준),136,212,-56,21,371,,,
세전계속사업이익,53,235,-33,-38,408,638,945,"1,207"
당기순이익,59,237,-4,6,341,535,773,988
  당기순이익(지배),53,237,4,9,345,530,765,980
  당기순이익(비지배),7,0,-8,-3,-3,,,
자산총계,"2,026","2,886","2,393","2,832","3,659","4,041","4,810","5,762"
부채총계,554,970,570,945,"1,311","1,178","1,191","1,166"
자본총계,"1,472","1,916","1,823","1,887","2,348","2,862","3,619","4,596"
  자본총계(지배),"1,438","1,882","1,796","1,863","2,320","2,825","3,572","4,531"
  자본총계(비지배),34,,26,24,28,,,
자본금,73,76,80,80,80,80,80,80
영업활동현금흐름,124,229,208,134,503,679,720,"1,028"
투자활동현금흐름,-353,-472,-105,-277,-357,-255,-260,-376
재무활동현금흐름,74,107,-50,193,186,-321,-80,-115
CAPEX,208,281,164,288,284,150,40,50
FCF,-84,-51,45,-154,219,376,634,918
이자발생부채,278,407,349,572,762,,,
영업이익률,7.01,7.40,-2.09,0.73,9.27,11.48,12.30,12.88
순이익률,3.05,8.28,-0.16,0.22,8.53,9.45,9.96,10.43
ROE(%),3.98,14.27,0.21,0.51,16.48,20.60,23.92,24.20
ROA(%),3.00,9.64,-0.17,0.24,10.52,13.90,17.47,18.70
부채비율,37.60,50.64,31.26,50.09,55.85,41.17,32.91,25.36
자본유보율,"1,753.71","2,143.09","2,150.76","2,162.87","2,605.51",,,
EPS(원),372,"1,564",24,58,"2,163","3,336","4,815","6,171"
PER(배),47.36,10.93,348.25,210.54,14.73,11.93,8.27,6.45
BPS(원),"9,871","12,383","11,461","12,528","15,248","18,495","23,385","29,664"
PBR(배),1.78,1.38,0.74,0.98,2.09,2.15,1.70,1.34
현금DPS(원),100,150,0,0,150,150,150,150
현금배당수익률,0.57,0.88,0.00,0.00,0.47,0.38,0.38,0.38
현금배당성향(%),27.60,9.62,0.00,0.00,6.62,4.50,3.12,2.43
발행주식수(보통주),"14,567,225","15,198,814","16,060,936","16,060,936","15,887,936",,,
