주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,564,474,464,475,818
영업이익,40,16,19,11,40
영업이익(발표기준),40,16,19,11,40
세전계속사업이익,41,21,23,12,47
당기순이익,37,17,19,11,42
  당기순이익(지배),35,17,19,11,41
  당기순이익(비지배),2,0,0,-1,1
자산총계,649,656,666,795,834
부채총계,97,92,90,172,166
자본총계,552,564,576,623,669
  자본총계(지배),534,546,559,607,661
  자본총계(비지배),18,,17,17,7
자본금,30,30,30,30,31
영업활동현금흐름,52,39,73,45,12
투자활동현금흐름,-90,-51,-58,-38,-32
재무활동현금흐름,-17,-6,-3,-2,6
CAPEX,4,6,3,6,12
FCF,49,33,70,39,0
이자발생부채,0,0,1,85,83
영업이익률,7.07,3.39,4.05,2.30,4.94
순이익률,6.56,3.61,4.06,2.23,5.12
ROE(%),6.76,3.16,3.46,1.91,6.50
ROA(%),5.79,2.62,2.85,1.45,5.14
부채비율,17.59,16.32,15.58,27.52,24.77
자본유보율,"1,543.41","1,585.44","1,628.62","1,662.31","1,750.03"
EPS(원),585,284,319,186,666
PER(배),10.01,20.57,17.10,32.85,12.17
BPS(원),"9,289","9,509","9,734","10,556","10,695"
PBR(배),0.63,0.62,0.56,0.58,0.76
현금DPS(원),100,50,100,50,100
현금배당수익률,1.71,0.85,1.83,0.82,1.23
현금배당성향(%),16.37,16.84,30.05,25.75,15.00
발행주식수(보통주),"6,000,000","6,000,000","6,000,000","6,000,000","6,230,859"
