주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,280,278,230,190,169
영업이익,11,14,5,-5,-17
영업이익(발표기준),11,14,5,-5,-17
세전계속사업이익,10,13,25,12,1
당기순이익,8,10,20,10,-7
  당기순이익(지배),8,10,20,10,-7
  당기순이익(비지배),,,,,
자산총계,329,323,346,426,392
부채총계,25,26,30,44,18
자본총계,304,297,316,382,373
  자본총계(지배),304,297,316,382,373
  자본총계(비지배),,,,,
자본금,75,75,75,75,146
영업활동현금흐름,32,-36,50,-33,-1
투자활동현금흐름,19,48,-7,46,-78
재무활동현금흐름,-50,-25,-1,64,0
CAPEX,1,2,0,0,1
FCF,31,-37,50,-33,-2
이자발생부채,5,0,1,0,0
영업이익률,3.96,5.04,2.26,-2.57,-10.21
순이익률,2.82,3.74,8.89,5.23,-4.21
ROE(%),2.44,3.46,6.67,2.85,-1.89
ROA(%),2.22,3.19,6.10,2.57,-1.74
부채비율,8.12,8.92,9.58,11.61,4.90
자본유보율,365.35,382.14,407.94,456.27,180.51
EPS(원),27,36,70,34,-24
PER(배),78.86,54.86,50.94,114.37,N/A
BPS(원),"1,085","1,078","1,149","1,352","1,321"
PBR(배),1.97,1.82,3.11,2.89,2.44
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"29,129,064","29,129,064","29,129,064","29,129,064","29,129,064"
