주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,773,407,797,921,"1,374"
영업이익,51,-88,-25,-31,13
영업이익(발표기준),51,-88,-25,-31,13
세전계속사업이익,40,-122,-81,-195,-80
당기순이익,29,-90,-94,-212,-86
  당기순이익(지배),29,-90,-94,-212,-86
  당기순이익(비지배),,,,,0
자산총계,"1,067","1,017","1,211","1,086","1,377"
부채총계,621,608,897,762,"1,026"
자본총계,446,409,314,324,350
  자본총계(지배),441,403,309,287,314
  자본총계(비지배),5,,5,37,37
자본금,59,60,60,104,130
영업활동현금흐름,45,-96,75,26,-61
투자활동현금흐름,-390,-230,62,-18,-70
재무활동현금흐름,626,60,-28,-10,219
CAPEX,14,125,72,48,94
FCF,30,-221,2,-22,-155
이자발생부채,451,416,427,247,312
영업이익률,6.56,-21.53,-3.16,-3.42,0.98
순이익률,3.79,-22.15,-11.76,-22.99,-6.25
ROE(%),9.64,-21.35,-26.33,-71.07,-28.51
ROA(%),3.81,-8.65,-8.42,-18.44,-6.97
부채비율,139.25,148.80,285.77,234.98,292.94
자본유보율,668.65,603.69,444.85,211.63,169.55
EPS(원),201,-506,-526,"-1,147",-362
PER(배),37.97,N/A,N/A,N/A,N/A
BPS(원),"2,500","2,269","1,735","1,238","1,228"
PBR(배),3.06,3.05,2.59,3.45,4.31
현금DPS(원),13,0,0,0,
현금배당수익률,0.18,0.00,0.00,0.00,
현금배당성향(%),8.10,0.00,0.00,0.00,
발행주식수(보통주),"17,463,006","17,814,622","17,814,622","23,626,338","25,948,862"
