주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,663,605,636,386,577,660,750,"1,120"
영업이익,201,141,157,30,122,160,210,350
영업이익(발표기준),201,141,157,30,122,,,
세전계속사업이익,216,153,164,21,126,,,
당기순이익,178,125,136,21,106,,,
  당기순이익(지배),178,125,136,21,106,140,170,270
  당기순이익(비지배),,,,,,,,
자산총계,442,455,495,445,526,,,
부채총계,85,94,102,100,153,,,
자본총계,357,361,393,345,374,,,
  자본총계(지배),357,361,393,345,374,,,
  자본총계(비지배),,,,,,,,
자본금,50,50,50,50,51,,,
영업활동현금흐름,198,146,118,138,141,,,
투자활동현금흐름,-39,-27,-29,-30,-31,,,
재무활동현금흐름,-170,-118,-110,-73,-83,,,
CAPEX,37,27,29,30,32,,,
FCF,160,119,89,108,109,,,
이자발생부채,0,0,13,33,35,,,
영업이익률,30.38,23.39,24.73,7.72,21.22,24.24,28.00,31.25
순이익률,26.92,20.63,21.32,5.55,18.41,,,
ROE(%),51.21,34.73,35.97,5.80,29.54,,,
ROA(%),41.09,27.81,28.55,4.55,21.86,,,
부채비율,23.67,26.05,25.97,28.99,40.82,,,
자본유보율,597.60,597.38,662.40,566.33,624.66,,,
EPS(원),"1,784","1,246","1,347",212,"1,051","1,383","1,680","2,668"
PER(배),10.17,10.35,9.47,44.38,9.85,9.65,7.95,5.00
BPS(원),"3,573","3,599","3,904","3,429","3,703",,,
PBR(배),5.08,3.58,3.27,2.74,2.79,,,
현금DPS(원),"1,300","1,100","1,000",600,900,,,
현금배당수익률,7.16,8.53,7.84,6.38,8.70,,,
현금배당성향(%),72.87,88.43,74.18,282.23,85.52,,,
발행주식수(보통주),"10,000,000","10,038,600","10,090,000","10,092,700","10,119,900",,,
