주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,425","4,636","4,954","3,732","4,925"
영업이익,473,480,539,601,614
영업이익(발표기준),473,480,539,601,614
세전계속사업이익,475,435,532,604,550
당기순이익,362,320,406,459,399
  당기순이익(지배),362,320,406,459,402
  당기순이익(비지배),,,,,-3
자산총계,"11,148","11,407","10,367","10,978","13,490"
부채총계,"7,975","8,072","6,684","6,830","9,144"
자본총계,"3,173","3,334","3,683","4,148","4,346"
  자본총계(지배),"3,173","3,334","3,683","4,103","4,297"
  자본총계(비지배),,,,45,49
자본금,138,138,138,138,138
영업활동현금흐름,"-1,306",22,"1,512",590,"-1,070"
투자활동현금흐름,-109,-5,-83,-275,"-1,181"
재무활동현금흐름,"1,373",79,"-1,447",-182,"2,077"
CAPEX,4,3,4,3,266
FCF,"-1,309",19,"1,508",587,"-1,335"
이자발생부채,"7,684",476,519,424,952
영업이익률,10.69,10.34,10.88,16.10,12.47
순이익률,8.19,6.90,8.19,12.29,8.11
ROE(%),12.03,9.83,11.57,11.78,9.57
ROA(%),3.52,2.84,3.73,4.30,3.26
부채비율,251.33,242.09,181.50,164.64,210.42
자본유보율,"2,187.87","2,319.79","2,569.16","2,807.59","2,947.58"
EPS(원),"1,354","1,196","1,531","1,735","1,520"
PER(배),4.42,4.41,4.64,4.03,5.80
BPS(원),"11,897","12,674","14,087","16,032","16,788"
PBR(배),0.50,0.42,0.50,0.44,0.52
현금DPS(원),200,150,150,800,800
현금배당수익률,3.34,2.84,2.11,11.44,9.08
현금배당성향(%),13.25,12.40,9.66,44.64,50.95
발행주식수(보통주),"26,749,230","26,749,230","26,446,135","26,446,135","26,446,135"
