주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,495,609,467,562,454
영업이익,97,138,47,111,31
영업이익(발표기준),97,138,47,111,31
세전계속사업이익,81,131,11,103,37
당기순이익,69,109,11,87,41
  당기순이익(지배),69,109,11,87,41
  당기순이익(비지배),0,,,,0
자산총계,649,752,899,"1,055","1,017"
부채총계,271,260,235,281,237
자본총계,378,492,665,773,780
  자본총계(지배),378,492,664,772,778
  자본총계(비지배),,,1,1,2
자본금,12,31,54,57,58
영업활동현금흐름,139,161,78,178,94
투자활동현금흐름,-113,-127,90,-286,-77
재무활동현금흐름,40,-15,-26,33,-63
CAPEX,106,93,84,64,92
FCF,33,68,-6,114,3
이자발생부채,192,182,188,210,185
영업이익률,19.64,22.61,9.98,19.79,6.73
순이익률,14.01,17.87,2.43,15.57,8.96
ROE(%),,25.04,1.96,12.18,5.23
ROA(%),,15.54,1.37,8.95,3.92
부채비율,71.82,52.83,35.30,36.39,30.32
자본유보율,"2,919.62","1,438.97","1,089.61","1,227.83","1,286.20"
EPS(원),132,204,21,155,71
PER(배),,,96.38,17.96,46.94
BPS(원),706,919,"1,222","1,362","1,374"
PBR(배),,,1.67,2.05,2.42
현금DPS(원),19,23,20,40,20
현금배당수익률,0.95,1.14,0.98,1.43,0.60
현금배당성향(%),14.34,11.39,95.88,25.95,27.92
발행주식수(보통주),"53,500,000","53,500,000","54,340,687","56,721,562","57,663,572"
