주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,886,"1,970","1,667","1,306","1,397"
영업이익,-130,-21,48,-44,12
영업이익(발표기준),-130,-21,48,-44,12
세전계속사업이익,-153,-24,52,-116,-89
당기순이익,-140,-18,38,-142,-88
  당기순이익(지배),-140,-18,37,-142,-88
  당기순이익(비지배),0,0,1,0,
자산총계,"3,008","3,145","3,507","3,014","3,216"
부채총계,"1,858","2,020","2,342","1,981","2,222"
자본총계,"1,149","1,125","1,165","1,033",994
  자본총계(지배),"1,149","1,125","1,164","1,033",994
  자본총계(비지배),0,,1,,
자본금,470,470,470,473,478
영업활동현금흐름,420,532,273,9,57
투자활동현금흐름,-723,-299,-91,-45,-36
재무활동현금흐름,767,1,-20,-104,9
CAPEX,3,6,4,7,36
FCF,418,526,269,2,21
이자발생부채,62,69,131,18,170
영업이익률,-14.64,-1.05,2.89,-3.34,0.88
순이익률,-15.83,-0.89,2.31,-10.90,-6.27
ROE(%),-16.54,-1.58,3.24,-12.93,-8.64
ROA(%),-7.34,-0.57,1.16,-4.37,-2.81
부채비율,161.72,179.56,201.03,191.76,223.57
자본유보율,143.61,142.98,153.61,124.07,113.42
EPS(원),-189,-19,39,-150,-92
PER(배),N/A,N/A,38.80,N/A,N/A
BPS(원),"1,234","1,207","1,249","1,102","1,049"
PBR(배),2.19,1.67,1.23,1.48,4.28
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"94,041,026","94,061,026","94,061,026","94,610,120","95,516,120"
