주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,898,"1,069","1,406","1,485","1,969","2,398","2,666","3,038"
영업이익,100,126,211,142,252,376,441,512
영업이익(발표기준),100,126,211,142,252,,,
세전계속사업이익,105,124,241,138,248,389,458,551
당기순이익,83,99,190,109,200,313,369,444
  당기순이익(지배),72,58,149,87,171,282,332,399
  당기순이익(비지배),10,40,41,22,29,,,
자산총계,"1,046","1,122","1,425","1,508","2,326","2,600","2,862","3,195"
부채총계,304,351,480,527,795,845,867,916
자본총계,742,771,945,981,"1,531","1,755","1,995","2,279"
  자본총계(지배),694,683,833,861,"1,459","1,651","1,854","2,094"
  자본총계(비지배),48,,112,120,72,,,
자본금,112,112,113,114,149,184,185,185
영업활동현금흐름,118,205,292,133,366,376,467,515
투자활동현금흐름,-65,-62,-237,-62,-198,-161,-110,-104
재무활동현금흐름,-57,-87,-27,-86,-109,-33,-135,-139
CAPEX,8,17,16,7,58,36,40,46
FCF,110,187,275,126,308,340,427,469
이자발생부채,40,20,65,53,124,,,
영업이익률,11.14,11.79,15.00,9.57,12.82,15.68,16.54,16.85
순이익률,9.20,9.22,13.50,7.32,10.18,13.05,13.84,14.62
ROE(%),10.78,8.48,19.70,10.24,14.77,18.14,18.94,20.21
ROA(%),8.29,9.09,14.91,7.41,10.45,12.71,13.51,14.66
부채비율,41.00,45.52,50.76,53.77,51.95,48.15,43.46,40.19
자본유보율,541.06,556.28,710.61,736.28,936.90,,,
EPS(원),325,260,662,383,589,947,"1,115","1,340"
PER(배),12.12,17.16,11.77,21.73,15.57,8.39,7.13,5.93
BPS(원),"3,590","3,642","4,295","4,409","5,502","6,099","6,849","7,736"
PBR(배),1.10,1.23,1.82,1.89,1.67,1.30,1.16,1.03
현금DPS(원),200,200,300,300,300,500,500,600
현금배당수익률,5.08,4.48,3.85,3.61,3.27,6.29,6.29,7.55
현금배당성향(%),53.47,64.24,39.01,67.56,46.41,52.80,44.85,44.78
발행주식수(보통주),"22,368,473","22,444,723","22,557,223","22,713,473","29,746,739",,,
