주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,925,732,738,970,"1,053"
영업이익,21,2,0,0,21
영업이익(발표기준),21,2,0,0,21
세전계속사업이익,28,-10,-2,11,29
당기순이익,22,-8,-3,10,24
  당기순이익(지배),22,-8,-2,10,21
  당기순이익(비지배),0,-1,0,0,2
자산총계,618,483,534,644,820
부채총계,270,152,211,332,484
자본총계,348,332,323,312,336
  자본총계(지배),347,331,323,311,332
  자본총계(비지배),1,,0,1,3
자본금,40,73,73,73,73
영업활동현금흐름,66,-2,82,-67,-25
투자활동현금흐름,-5,8,9,5,-12
재무활동현금흐름,-50,-7,-31,26,16
CAPEX,4,1,1,16,25
FCF,62,-2,81,-84,-50
이자발생부채,52,53,44,91,179
영업이익률,2.29,0.24,0.04,0.03,1.99
순이익률,2.37,-1.15,-0.35,1.04,2.23
ROE(%),6.20,-2.29,-0.69,3.25,6.53
ROA(%),3.76,-1.53,-0.51,1.71,3.21
부채비율,77.42,45.71,65.38,106.22,144.07
자본유보율,875.53,420.43,417.34,431.45,460.23
EPS(원),150,-53,-15,71,144
PER(배),22.70,N/A,N/A,59.14,30.75
BPS(원),"2,646","2,525","2,505","2,604","2,780"
PBR(배),1.29,1.08,1.16,1.60,1.59
현금DPS(원),55,0,0,0,50
현금배당수익률,1.62,0.00,0.00,0.00,1.13
현금배당성향(%),29.98,0.00,0.00,0.00,28.44
발행주식수(보통주),"14,607,936","14,607,936","14,607,936","14,607,936","14,607,936"
