주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,661,588,517,500,566
영업이익,6,27,4,8,-5
영업이익(발표기준),6,27,4,8,-5
세전계속사업이익,2,24,1,1,-26
당기순이익,6,20,-5,-4,-27
  당기순이익(지배),6,20,-5,-4,-27
  당기순이익(비지배),,,,,
자산총계,541,480,429,615,867
부채총계,255,179,151,343,626
자본총계,286,301,277,273,242
  자본총계(지배),286,301,277,273,242
  자본총계(비지배),,,,,
자본금,360,360,360,360,360
영업활동현금흐름,89,27,31,17,-17
투자활동현금흐름,71,-3,-3,-188,-193
재무활동현금흐름,-162,-25,-19,178,217
CAPEX,11,5,11,180,189
FCF,78,22,20,-164,-206
이자발생부채,135,109,103,284,504
영업이익률,0.89,4.59,0.87,1.64,-0.97
순이익률,0.94,3.42,-0.95,-0.75,-4.79
ROE(%),2.19,6.86,-1.71,-1.36,-10.55
ROA(%),1.00,3.94,-1.08,-0.72,-3.66
부채비율,88.95,59.61,54.59,125.56,258.91
자본유보율,-23.34,-17.83,-19.07,-20.11,-27.65
EPS(원),9,28,-7,-5,-38
PER(배),160.99,34.13,N/A,N/A,N/A
BPS(원),398,417,385,379,336
PBR(배),3.48,2.29,2.57,3.07,3.10
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"72,000,000","72,000,000","72,000,000","72,000,000","72,000,000"
