주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,503,501,544,576,691
영업이익,-16,-30,3,7,3
영업이익(발표기준),-16,-30,3,7,3
세전계속사업이익,-36,-39,-11,4,4
당기순이익,-36,-39,-11,4,4
  당기순이익(지배),-36,-39,-11,4,4
  당기순이익(비지배),,,,,
자산총계,439,425,498,523,812
부채총계,292,282,228,248,534
자본총계,147,143,270,275,278
  자본총계(지배),147,143,270,275,278
  자본총계(비지배),,,,,
자본금,246,271,150,150,150
영업활동현금흐름,14,6,12,15,-14
투자활동현금흐름,-31,-23,-29,-65,-117
재무활동현금흐름,15,14,78,-3,261
CAPEX,31,21,31,52,98
FCF,-17,-15,-19,-37,-112
이자발생부채,168,153,104,102,366
영업이익률,-3.22,-5.97,0.50,1.26,0.48
순이익률,-7.10,-7.87,-2.02,0.69,0.51
ROE(%),-21.12,-27.13,-5.33,1.46,1.29
ROA(%),-8.08,-9.13,-2.39,0.78,0.53
부채비율,197.74,196.72,84.29,90.12,192.00
자본유보율,-37.91,-45.27,82.22,85.56,85.98
EPS(원),-218,-239,-55,13,12
PER(배),N/A,N/A,N/A,225.93,308.79
BPS(원),900,793,899,915,925
PBR(배),3.28,2.89,1.85,3.27,3.95
현금DPS(원),0,0,,,
현금배당수익률,0.00,0.00,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"16,375,053","18,044,502","30,044,502","30,044,502","30,044,502"
