주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,972,938,954,852,906
영업이익,-35,-26,37,32,25
영업이익(발표기준),-35,-26,37,32,25
세전계속사업이익,-35,-25,34,27,23
당기순이익,-30,-25,23,20,23
  당기순이익(지배),-30,-25,20,17,20
  당기순이익(비지배),,,2,3,2
자산총계,972,"1,004",967,961,"1,268"
부채총계,576,633,525,509,530
자본총계,396,370,442,452,739
  자본총계(지배),396,347,417,423,707
  자본총계(비지배),,,25,29,31
자본금,48,48,48,48,87
영업활동현금흐름,24,-45,49,49,55
투자활동현금흐름,-61,-15,22,-10,-168
재무활동현금흐름,14,0,-87,-51,253
CAPEX,16,8,8,19,13
FCF,8,-53,41,31,42
이자발생부채,341,412,353,314,318
영업이익률,-3.65,-2.80,3.91,3.76,2.75
순이익률,-3.07,-2.69,2.38,2.39,2.49
ROE(%),-7.21,-6.78,5.30,4.13,3.56
ROA(%),-3.07,-2.55,2.30,2.11,2.02
부채비율,145.38,170.90,118.73,112.58,71.75
자본유보율,762.33,659.77,688.53,707.92,677.03
EPS(원),-131,-111,89,76,73
PER(배),N/A,N/A,14.44,21.19,72.94
BPS(원),"1,785","1,565","1,877","1,906","2,032"
PBR(배),0.53,0.56,0.68,0.84,2.63
현금DPS(원),13,21,42,51,49
현금배당수익률,1.34,2.43,3.30,3.16,0.92
현금배당성향(%),-9.10,-17.97,44.74,62.59,82.84
발행주식수(보통주),"22,803,972","22,803,972","22,803,972","22,803,972","35,492,524"
