주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,612,631,669,637,626
영업이익,125,180,169,144,154
영업이익(발표기준),125,180,169,144,154
세전계속사업이익,127,184,172,133,166
당기순이익,93,101,100,108,128
  당기순이익(지배),92,97,95,105,123
  당기순이익(비지배),1,4,5,3,5
자산총계,861,969,"1,045","1,095","1,247"
부채총계,74,92,83,62,88
자본총계,787,877,962,"1,033","1,159"
  자본총계(지배),777,863,952,"1,020","1,141"
  자본총계(비지배),10,,10,13,18
자본금,44,44,44,44,44
영업활동현금흐름,82,122,135,193,215
투자활동현금흐름,-47,-36,-56,-25,-92
재무활동현금흐름,-57,5,-48,-23,-24
CAPEX,50,54,59,23,22
FCF,32,68,75,170,192
이자발생부채,0,22,6,10,8
영업이익률,20.37,28.45,25.29,22.59,24.59
순이익률,15.20,15.96,14.92,17.01,20.39
ROE(%),12.17,11.79,10.44,10.64,11.37
ROA(%),10.86,11.02,9.91,10.13,10.90
부채비율,9.39,10.45,8.63,6.05,7.60
자본유보율,"1,742.55","1,923.85","2,095.18","2,285.38","2,516.37"
EPS(원),210,221,216,240,280
PER(배),17.42,17.07,14.91,26.25,14.82
BPS(원),"1,795","1,995","2,199","2,356","2,636"
PBR(배),2.03,1.89,1.47,2.67,1.58
현금DPS(원),40,50,50,50,50
현금배당수익률,1.10,1.33,1.55,0.79,1.20
현금배당성향(%),18.87,22.38,22.84,20.62,17.62
발행주식수(보통주),"43,800,000","43,800,000","43,800,000","43,800,000","43,800,000"
