주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,543,551,"1,131",809,857
영업이익,60,-8,117,32,57
영업이익(발표기준),60,-8,117,32,57
세전계속사업이익,68,60,242,40,71
당기순이익,65,62,206,54,70
  당기순이익(지배),65,62,206,54,70
  당기순이익(비지배),,,,,
자산총계,"1,184","1,294","1,649","1,515","1,594"
부채총계,240,297,462,296,314
자본총계,943,996,"1,186","1,219","1,280"
  자본총계(지배),943,996,"1,186","1,219","1,280"
  자본총계(비지배),,,,,
자본금,49,49,49,49,49
영업활동현금흐름,78,25,32,103,-37
투자활동현금흐름,-123,-122,-44,-177,64
재무활동현금흐름,23,51,5,-55,-9
CAPEX,140,165,57,7,17
FCF,-62,-140,-25,95,-54
이자발생부채,100,160,176,143,143
영업이익률,11.09,-1.53,10.36,3.96,6.63
순이익률,11.98,11.25,18.24,6.73,8.18
ROE(%),7.13,6.39,18.91,4.53,5.61
ROA(%),5.59,5.00,14.03,3.44,4.51
부채비율,25.45,29.84,38.96,24.29,24.58
자본유보율,"1,846.95","1,961.48","2,349.76","2,422.33","2,550.27"
EPS(원),665,633,"2,107",556,716
PER(배),12.26,11.41,4.20,18.07,10.44
BPS(원),"10,094","10,661","12,694","13,039","13,692"
PBR(배),0.81,0.68,0.70,0.77,0.55
현금DPS(원),100,150,200,80,70
현금배당수익률,1.23,2.08,2.26,0.80,0.94
현금배당성향(%),14.35,22.62,9.06,13.72,9.33
발행주식수(보통주),"9,796,800","9,796,800","9,796,800","9,796,800","9,796,800"
