주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"1,937","1,874","2,504","2,182","2,327","2,646","3,046","3,392"
영업이익,109,-16,186,62,139,177,219,245
영업이익(발표기준),109,-16,186,62,139,,,
세전계속사업이익,95,24,86,130,124,186,236,259
당기순이익,79,10,29,96,93,139,176,193
  당기순이익(지배),79,10,29,96,93,145,176,193
  당기순이익(비지배),,,,,,,,
자산총계,"2,330","1,886","2,367","2,150","2,342","2,452","2,630","2,991"
부채총계,883,474,914,619,668,685,715,893
자본총계,"1,447","1,411","1,453","1,531","1,674","1,768","1,915","2,098"
  자본총계(지배),"1,447","1,411","1,453","1,531","1,674","1,768","1,915","2,098"
  자본총계(비지배),,,,,,,,
자본금,85,85,85,86,87,88,88,88
영업활동현금흐름,-230,622,398,119,520,150,179,257
투자활동현금흐름,-127,-233,-161,105,-506,-36,-44,-44
재무활동현금흐름,-51,-432,-66,-159,-60,-60,-74,-30
CAPEX,63,132,118,9,31,27,31,33
FCF,-293,490,280,110,488,137,161,187
이자발생부채,467,180,290,207,124,,,
영업이익률,5.61,-0.84,7.43,2.85,5.97,6.70,7.20,7.23
순이익률,4.10,0.53,1.18,4.39,3.98,5.24,5.78,5.70
ROE(%),5.55,0.70,2.05,6.42,5.78,8.45,9.57,9.63
ROA(%),3.35,0.47,1.38,4.24,4.13,5.79,6.93,6.88
부채비율,61.02,33.60,62.87,40.47,39.91,38.74,37.32,42.54
자본유보율,"1,661.57","1,656.51","1,698.95","1,810.77","1,950.96",,,
EPS(원),436,55,173,561,535,811,975,"1,070"
PER(배),84.34,262.98,126.58,31.73,34.14,22.50,18.72,17.06
BPS(원),"7,959","8,497","8,747","9,227","9,910","10,094","10,938","11,984"
PBR(배),4.62,1.70,2.51,1.93,1.84,1.81,1.67,1.52
현금DPS(원),100,0,220,100,150,172,184,231
현금배당수익률,0.27,0.00,1.00,0.56,0.82,0.94,1.01,1.26
현금배당성향(%),22.92,0.00,124.20,17.31,27.34,21.24,18.77,21.42
발행주식수(보통주),"16,948,095","16,967,895","16,967,895","17,150,088","17,453,743",,,
