주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,355","2,152","2,013","1,398","1,504"
영업이익,78,49,27,-53,-209
영업이익(발표기준),78,49,27,-53,-209
세전계속사업이익,224,39,-5,-49,-189
당기순이익,176,-80,633,-54,-227
  당기순이익(지배),112,-43,638,-54,-229
  당기순이익(비지배),64,-37,-5,,2
자산총계,"4,191","4,123","2,437","2,128","1,905"
부채총계,"2,821","2,819",780,528,533
자본총계,"1,369","1,304","1,656","1,599","1,372"
  자본총계(지배),"1,064","1,030","1,656","1,599","1,370"
  자본총계(비지배),305,,,,1
자본금,504,504,504,504,504
영업활동현금흐름,128,331,163,-162,-201
투자활동현금흐름,-379,-27,"1,077",-710,-138
재무활동현금흐름,-206,100,-187,-4,-3
CAPEX,49,115,24,6,11
FCF,79,217,139,-168,-212
이자발생부채,895,"1,169",336,344,261
영업이익률,3.31,2.27,1.34,-3.78,-13.88
순이익률,7.48,-3.70,31.44,-3.87,-15.10
ROE(%),10.98,-4.07,47.52,-3.32,-15.42
ROA(%),6.21,-1.91,19.30,-2.37,-11.27
부채비율,206.03,216.22,47.11,33.04,38.89
자본유보율,111.58,104.67,230.61,221.32,175.63
EPS(원),111,-42,633,-54,-227
PER(배),29.69,N/A,2.37,N/A,N/A
BPS(원),"1,056","1,022","1,643","1,587","1,359"
PBR(배),3.12,1.85,0.91,0.77,0.92
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"100,800,450","100,800,450","100,800,450","100,800,450","100,800,450"
