주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,502,496,524,507,661
영업이익,52,34,38,56,73
영업이익(발표기준),52,34,38,56,73
세전계속사업이익,55,17,32,61,72
당기순이익,43,11,25,48,56
  당기순이익(지배),43,11,25,48,56
  당기순이익(비지배),,,,,
자산총계,501,693,610,685,725
부채총계,146,254,146,173,157
자본총계,355,438,464,512,568
  자본총계(지배),355,438,464,512,568
  자본총계(비지배),,,,,
자본금,14,24,24,24,24
영업활동현금흐름,106,-73,95,-40,184
투자활동현금흐름,-106,-39,-8,44,-18
재무활동현금흐름,-5,112,-87,18,-78
CAPEX,60,18,6,13,82
FCF,46,-91,89,-53,102
이자발생부채,90,201,117,135,61
영업이익률,10.29,6.92,7.28,11.13,11.09
순이익률,8.53,2.29,4.86,9.52,8.48
ROE(%),12.85,2.87,5.64,9.89,10.38
ROA(%),9.07,1.91,3.91,7.46,7.95
부채비율,41.24,57.99,31.42,33.76,27.66
자본유보율,"2,395.80","1,757.78","1,865.06","2,068.76","2,305.24"
EPS(원),188,49,107,204,236
PER(배),,107.40,31.69,29.95,20.47
BPS(원),"1,555","1,865","1,973","2,178","2,417"
PBR(배),,2.84,1.72,2.80,2.00
현금DPS(원),0,0,0,,
현금배당수익률,0.00,0.00,0.00,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"22,805,172","23,700,172","23,700,172","23,700,172","23,700,172"
