주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,314,300,170,152,107
영업이익,-13,-230,-177,-24,-13
영업이익(발표기준),-13,-230,-177,-24,-13
세전계속사업이익,-346,894,-299,-76,101
당기순이익,-314,809,-241,-76,85
  당기순이익(지배),-218,860,-188,-81,89
  당기순이익(비지배),-96,-52,-52,5,-4
자산총계,721,"1,140","1,032","1,048","1,409"
부채총계,348,233,322,320,315
자본총계,373,907,710,729,"1,094"
  자본총계(지배),198,925,762,771,"1,103"
  자본총계(비지배),175,,-52,-42,-9
자본금,339,352,353,367,372
영업활동현금흐름,148,-322,-209,22,-69
투자활동현금흐름,33,384,-161,-13,17
재무활동현금흐름,68,30,142,55,1
CAPEX,11,10,26,6,0
FCF,137,-332,-235,17,-70
이자발생부채,157,90,224,200,163
영업이익률,-4.03,-76.49,-104.47,-15.76,-12.34
순이익률,-99.90,269.18,-141.69,-49.78,79.67
ROE(%),-82.89,153.19,-22.31,-10.52,9.55
ROA(%),-44.58,86.93,-22.15,-7.28,6.95
부채비율,93.26,25.64,45.31,43.87,28.79
자본유보율,-41.53,215.66,148.27,134.44,162.67
EPS(원),-323,"1,244",-267,-110,122
PER(배),N/A,0.98,N/A,N/A,15.77
BPS(원),294,"1,324","1,086","1,056","1,485"
PBR(배),6.24,0.93,1.52,1.39,1.29
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"67,865,702","70,367,278","70,612,278","73,488,503","74,439,675"
