주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,479,466,549,404,388
영업이익,-1,42,54,16,16
영업이익(발표기준),-1,42,54,16,16
세전계속사업이익,4,42,6,-4,-1
당기순이익,-7,43,4,-3,-1
  당기순이익(지배),-7,43,4,-3,-1
  당기순이익(비지배),,,,,
자산총계,242,281,428,417,434
부채총계,126,112,141,115,133
자본총계,116,169,286,302,301
  자본총계(지배),116,169,286,302,301
  자본총계(비지배),,,,,
자본금,56,59,34,36,36
영업활동현금흐름,12,64,57,24,23
투자활동현금흐름,-3,-22,-19,19,-102
재무활동현금흐름,-20,-12,-8,10,2
CAPEX,1,0,4,1,2
FCF,11,64,53,23,21
이자발생부채,81,52,52,46,46
영업이익률,-0.25,9.08,9.88,3.85,4.14
순이익률,-1.43,9.21,0.81,-0.64,-0.27
ROE(%),,30.07,1.96,-0.87,-0.35
ROA(%),,16.41,1.26,-0.61,-0.25
부채비율,107.99,66.27,49.46,37.92,44.19
자본유보율,117.16,193.03,727.45,735.12,725.99
EPS(원),-30,149,14,-7,-3
PER(배),,,207.09,N/A,N/A
BPS(원),455,531,845,849,842
PBR(배),,,3.34,2.94,3.83
현금DPS(원),0,0,0,0,
현금배당수익률,,0.00,0.00,0.00,
현금배당성향(%),,0.00,0.00,0.00,
발행주식수(보통주),"22,435,628","30,701,822","33,873,125","35,590,569","35,745,668"
