주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,332","1,897","2,515","3,030","3,395"
영업이익,63,96,108,172,174
영업이익(발표기준),63,96,108,172,174
세전계속사업이익,59,67,79,173,118
당기순이익,47,49,70,161,112
  당기순이익(지배),47,45,60,150,90
  당기순이익(비지배),,4,10,11,22
자산총계,"1,038","2,645","3,449","4,067","4,883"
부채총계,612,"1,298","1,467","1,720","1,790"
자본총계,426,"1,347","1,981","2,347","3,093"
  자본총계(지배),426,"1,304","1,920","2,270","2,973"
  자본총계(비지배),,,62,77,120
자본금,4,22,24,75,84
영업활동현금흐름,16,-44,255,145,308
투자활동현금흐름,-151,"-1,095",-302,-650,-807
재무활동현금흐름,102,"1,300",521,231,538
CAPEX,143,134,32,42,33
FCF,-127,-179,223,103,274
이자발생부채,364,830,933,994,"1,022"
영업이익률,4.72,5.08,4.28,5.67,5.13
순이익률,3.49,2.57,2.79,5.33,3.29
ROE(%),10.78,5.20,3.75,7.17,3.42
ROA(%),4.80,2.65,2.30,4.30,2.50
부채비율,143.83,96.33,74.05,73.28,57.88
자본유보율,"10,522.74","5,881.07","7,613.31","2,908.72","3,460.18"
EPS(원),89,72,86,197,110
PER(배),,,65.99,39.40,60.49
BPS(원),814,"1,936","2,526","3,009","3,552"
PBR(배),0.00,0.00,2.25,2.59,1.88
현금DPS(원),10,0,0,0,0
현금배당수익률,,,0.00,0.00,0.00
현금배당성향(%),10.75,0.00,0.00,0.00,
발행주식수(보통주),"52,259,946","63,086,749","71,719,594","76,200,637","76,200,637"
