주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,195,167,210,256,280
영업이익,-80,-126,-158,-132,-90
영업이익(발표기준),-80,-126,-158,-132,-90
세전계속사업이익,-87,-130,-178,-199,8
당기순이익,-87,-130,-178,-199,8
  당기순이익(지배),-87,-130,-178,-199,8
  당기순이익(비지배),,,,,
자산총계,778,698,928,827,"1,511"
부채총계,157,101,376,392,791
자본총계,621,597,552,436,720
  자본총계(지배),621,597,552,436,720
  자본총계(비지배),,,,,
자본금,125,133,133,141,166
영업활동현금흐름,-69,-134,-131,-86,-58
투자활동현금흐름,-154,47,-265,100,-706
재무활동현금흐름,267,44,382,-11,793
CAPEX,28,61,21,6,8
FCF,-97,-194,-153,-92,-67
이자발생부채,76,18,246,257,247
영업이익률,-41.36,-75.08,-75.31,-51.50,-32.05
순이익률,-44.86,-77.57,-84.76,-77.58,2.96
ROE(%),-16.58,-21.33,-31.01,-40.23,1.44
ROA(%),-12.91,-17.60,-21.91,-22.64,0.71
부채비율,25.33,16.92,68.10,89.90,109.99
자본유보율,397.20,325.99,189.48,186.93,315.43
EPS(원),-413,-493,-669,-730,26
PER(배),N/A,N/A,N/A,N/A,340.81
BPS(원),"2,486","2,244","2,073","1,542","2,168"
PBR(배),3.53,2.83,3.21,4.66,4.05
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,960,263","26,625,292","26,625,292","28,264,636","33,182,668"
