항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,134.9","1,320.0","1,430.8","1,564.0","2,029.1",29.7
*내수,862.4,,963.9,"1,001.6",,
*수출,272.6,,466.9,562.4,,
매출원가,"1,051.9","1,228.1","1,336.2","1,437.8","1,864.8",29.7
매출총이익,83.1,91.9,94.6,126.2,164.3,30.2
판매비와관리비,53.1,61.5,62.7,76.1,89.2,17.2
영업이익,30.0,30.3,31.9,50.1,75.1,50.0
*기타영업손익,,,,,,
영업이익(발표기준),30.0,30.3,31.9,50.1,75.1,50.0
*[구K-IFRS]영업이익,,,,,,
금융수익,0.1,0.1,0.1,1.0,5.0,419.2
금융원가,21.5,26.0,25.8,23.3,22.6,-2.9
기타영업외손익,-7.8,3.1,-14.3,-0.7,-2.2,-222.4
"종속기업,공동지배기업및관계기업관련손익",0.1,0.3,0.3,0.5,0.3,-36.5
법인세비용차감전계속사업이익,0.8,7.9,-7.8,27.5,55.7,102.1
법인세비용,0.1,5.8,-2.2,4.2,8.0,93.5
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,0.7,2.1,-5.6,23.4,47.6,103.6
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,0.7,2.1,-5.6,23.4,47.6,103.6
기타포괄이익,6.0,-13.7,-7.9,53.3,-0.2,-100.3
총포괄이익,6.8,-11.6,-13.5,76.7,47.5,-38.1
*주당계속사업이익,80,23,-62,260,530,104
*주당순이익,80,23,-62,260,530,104
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,80,23,-62,260,530,104
*(지배주주지분)주당순이익,80,23,-62,260,530,104
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
