항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
영업수익,211.9,255.6,292.2,669.7,"1,140.4",70.3
영업비용,129.2,146.4,133.5,223.3,300.8,34.7
영업이익,82.8,109.2,158.6,446.5,839.6,88.0
영업외수익,1.1,0.1,0.5,0.4,0.1,-78.5
영업외비용,0.1,0.1,0.8,0.7,1.0,45.1
법인세비용차감전계속사업이익,83.7,109.2,158.4,446.2,838.7,88.0
법인세비용,13.4,19.2,7.0,88.6,191.2,115.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,70.4,90.0,151.3,357.6,647.5,81.0
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,70.4,90.0,151.3,357.6,647.5,81.0
기타포괄이익,-51.5,0.3,0.0,-0.5,0.8,262.5
총포괄이익,18.9,90.3,151.4,357.2,648.3,81.5
*주당계속사업이익,88,112,189,447,797,78
*주당순이익,88,112,189,447,797,78
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,88,112,189,447,797,78
*(지배주주지분)주당순이익,88,112,189,447,797,78
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
