항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
매출액(수익),"2,578.3","3,009.7","2,887.0","2,554.0","3,238.8","3,726.0",26.8,15.0
*내수,"2,393.4",,"2,769.3","2,434.1",,,,
*수출,184.9,,117.6,119.9,,,,
매출원가,"2,326.3","2,698.8","2,621.0","2,339.2","2,961.9",,26.6,
매출총이익,252.0,310.9,266.0,214.8,276.8,310.0,28.9,12.0
판매비와관리비,130.3,121.0,135.4,98.7,113.1,,14.6,
영업이익,121.7,189.9,130.6,116.1,163.8,191.0,41.0,16.6
*기타영업손익,,,,,,,,
영업이익(발표기준),121.7,189.9,130.6,116.1,163.8,,41.0,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,11.6,12.4,12.9,9.7,8.4,,-13.6,
금융원가,17.1,21.8,1.2,4.7,1.7,,-64.8,
기타영업외손익,7.7,0.1,-3.0,2.4,-4.2,,-270.4,
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,123.9,180.6,139.3,123.6,166.4,193.0,34.6,16.0
법인세비용,27.4,39.6,33.5,29.5,35.7,,21.1,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,96.5,141.0,105.8,94.1,130.6,,38.8,
중단사업이익,2.3,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,98.8,141.0,105.8,94.1,130.6,145.0,38.8,11.0
기타포괄이익,-25.7,-35.5,-55.4,3.6,-15.7,,-533.5,
총포괄이익,73.1,105.6,50.4,97.7,115.0,,17.6,
*주당계속사업이익,232,339,254,226,314,,39,
*주당순이익,238,339,254,226,314,,39,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,232,339,254,226,314,,39,
*(지배주주지분)주당순이익,238,339,254,226,314,360,39,15
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
