항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),134.7,158.3,123.6,118.4,162.6,37.4
*내수,134.1,,122.6,117.3,,
*수출,0.6,,1.0,1.0,,
매출원가,81.4,88.1,55.9,57.8,72.7,25.8
매출총이익,53.4,70.2,67.7,60.6,90.0,48.4
판매비와관리비,118.2,94.1,72.6,56.6,65.2,15.2
영업이익,-64.8,-23.9,-4.8,4.0,24.7,519.4
*기타영업손익,,,,,,
영업이익(발표기준),-64.8,-23.9,-4.8,4.0,24.7,519.4
*[구K-IFRS]영업이익,,,,,,
금융수익,3.8,3.3,3.5,1.8,2.1,12.4
금융원가,1.9,0.2,0.2,0.3,1.0,253.3
기타영업외손익,0.1,1.2,1.5,0.2,1.6,601.4
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-62.8,-19.5,-0.1,5.8,27.4,374.7
법인세비용,0.6,3.9,3.6,,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-63.4,-23.5,-3.7,5.8,27.4,374.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-63.4,-23.5,-3.7,5.8,27.4,374.7
기타포괄이익,,,,,,
총포괄이익,-63.4,-23.5,-3.7,5.8,27.4,374.7
*주당계속사업이익,-990,-366,-58,90,428,376
*주당순이익,-990,-366,-58,90,428,376
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-990,-366,-58,90,428,376
*(지배주주지분)주당순이익,-990,-366,-58,90,428,376
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
