항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),183.3,111.3,131.4,88.7,113.7,28.1
*내수,23.9,,42.2,7.4,,
*수출,159.4,,89.2,81.4,,
매출원가,132.1,75.2,80.2,50.6,59.9,18.3
매출총이익,51.2,36.1,51.1,38.1,53.8,41.2
판매비와관리비,79.3,61.7,40.7,36.7,46.4,26.6
영업이익,-28.1,-25.6,10.4,1.4,7.4,420.5
*기타영업손익,,,,,,
영업이익(발표기준),-28.1,-25.6,10.4,1.4,7.4,420.5
*[구K-IFRS]영업이익,,,,,,
금융수익,3.0,1.9,27.6,19.0,41.2,116.2
금융원가,11.7,4.9,49.5,36.7,19.3,-47.3
기타영업외손익,-1.3,-3.5,15.4,-0.0,0.3,"1,389.9"
"종속기업,공동지배기업및관계기업관련손익",,,2.0,5.3,-1.4,-126.0
법인세비용차감전계속사업이익,-38.0,-32.2,5.9,-11.0,28.1,355.8
법인세비용,3.5,3.9,0.5,0.4,0.2,-51.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-41.5,-36.1,5.4,-11.4,27.9,344.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-41.5,-36.1,5.4,-11.4,27.9,344.4
기타포괄이익,-2.2,1.0,1.1,0.2,-0.7,-566.8
총포괄이익,-43.7,-35.1,6.4,-11.3,27.2,341.4
*주당계속사업이익,-636,-514,53,-101,196,294
*주당순이익,-636,-514,53,-101,196,294
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-636,-514,53,-101,196,294
*(지배주주지분)주당순이익,-636,-514,53,-101,196,294
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
