항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
영업수익,78.6,96.8,69.3,113.4,218.8,92.9
영업비용,73.8,76.3,73.7,99.2,123.5,24.4
영업이익,4.8,20.5,-4.4,14.2,95.3,572.3
영업외수익,0.0,0.1,0.3,0.4,0.3,-30.6
영업외비용,0.3,0.0,0.1,0.1,0.2,271.7
법인세비용차감전계속사업이익,4.5,20.6,-4.2,14.5,95.4,555.7
법인세비용,-0.8,4.6,-2.4,1.3,19.0,"1,374.4"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,5.3,16.0,-1.7,13.3,76.4,476.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,5.3,16.0,-1.7,13.3,76.4,476.1
기타포괄이익,-17.8,0.4,0.3,-0.4,-0.7,-72.9
총포괄이익,-12.5,16.4,-1.5,12.8,75.6,489.3
*주당계속사업이익,13,40,-4,33,191,479
*주당순이익,13,40,-4,33,191,479
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,13,40,-4,33,191,479
*(지배주주지분)주당순이익,13,40,-4,33,191,479
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
