항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),554.0,520.3,555.3,667.9,744.7,11.5
*내수,544.6,,544.8,651.7,,
*수출,9.5,,10.5,16.2,,
매출원가,324.8,316.5,342.2,381.0,434.0,13.9
매출총이익,229.2,203.8,213.1,286.9,310.7,8.3
판매비와관리비,176.2,168.5,178.9,176.5,198.0,12.2
영업이익,53.0,35.3,34.2,110.4,112.7,2.1
*기타영업손익,,,,,,
영업이익(발표기준),53.0,35.3,34.2,110.4,112.7,2.1
*[구K-IFRS]영업이익,,,,,,
금융수익,0.1,42.8,8.3,2.1,4.7,118.8
금융원가,0.3,0.7,0.3,22.4,6.0,-73.3
기타영업외손익,1.5,3.9,2.4,2.2,1.8,-17.5
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,54.3,81.3,44.5,92.4,113.2,22.5
법인세비용,7.5,15.7,5.5,18.8,22.8,21.2
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,46.8,65.6,39.0,73.6,90.4,22.9
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,46.8,65.6,39.0,73.6,90.4,22.9
기타포괄이익,-2.9,-5.6,-4.8,-4.2,-5.5,-31.7
총포괄이익,43.9,60.0,34.2,69.4,84.9,22.3
*주당계속사업이익,429,601,357,677,828,22
*주당순이익,429,601,357,677,828,22
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,429,601,357,677,828,22
*(지배주주지분)주당순이익,429,601,357,677,828,22
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
