항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),333.1,292.6,286.1,251.9,281.4,11.7
*내수,320.6,,286.1,251.9,,
*수출,12.5,,,,,
매출원가,275.7,264.0,266.9,233.8,252.0,7.7
매출총이익,57.3,28.6,19.2,18.0,29.4,63.1
판매비와관리비,18.3,16.7,20.8,19.5,19.9,2.4
영업이익,39.0,11.9,-1.6,-1.4,9.5,773.7
*기타영업손익,,,,,,
영업이익(발표기준),39.0,11.9,-1.6,-1.4,9.5,773.7
*[구K-IFRS]영업이익,,,,,,
금융수익,0.2,0.1,1.4,2.8,2.1,-24.1
금융원가,1.3,0.4,1.5,0.4,1.7,359.0
기타영업외손익,0.2,0.4,-0.1,-0.3,0.7,367.1
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,38.0,12.1,-1.9,0.7,10.6,"1,388.1"
법인세비용,8.2,2.0,-0.8,-0.2,1.9,938.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,29.8,10.1,-1.0,0.9,8.7,826.0
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,29.8,10.1,-1.0,0.9,8.7,826.0
기타포괄이익,1.9,-1.4,0.6,1.9,-0.8,-143.3
총포괄이익,31.7,8.7,-0.5,2.9,7.8,173.6
*주당계속사업이익,294,100,-9,8,78,875
*주당순이익,294,100,-9,8,78,875
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,294,100,-9,8,78,875
*(지배주주지분)주당순이익,294,100,-9,8,78,875
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
