항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"2,033.7","2,382.1","2,220.6","1,795.5","2,473.0","2,840.7",37.7,14.9
*내수,,,"2,220.6","1,795.5",,,,
*수출,,,,,,,,
매출원가,719.0,893.4,808.7,664.2,900.9,,35.6,
매출총이익,"1,314.7","1,488.7","1,411.9","1,131.2","1,572.1","1,797.0",39.0,14.3
판매비와관리비,877.2,"1,028.9","1,078.6",972.8,"1,158.6",,19.1,
영업이익,437.5,459.8,333.3,158.4,413.5,496.3,161.0,20.0
*기타영업손익,,,,,,,,
영업이익(발표기준),437.5,459.8,333.3,158.4,413.5,,161.0,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,3.6,11.3,15.5,11.6,7.8,,-33.3,
금융원가,0.1,0.1,3.0,2.6,3.0,,16.7,
기타영업외손익,-112.6,56.8,34.1,-55.1,88.0,,259.6,
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,328.4,527.9,380.0,112.4,506.2,528.0,350.5,4.3
법인세비용,61.0,104.8,84.4,20.8,110.4,,431.4,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,267.3,423.1,295.6,91.6,395.9,,332.1,
중단사업이익,,,,,,,,
*중단사업법인세효과,,,,,,,,
당기순이익,267.3,423.1,295.6,91.6,395.9,418.7,332.1,5.8
기타포괄이익,-1.5,-0.2,-0.5,4.2,7.8,,87.3,
총포괄이익,265.8,422.9,295.1,95.8,403.6,,321.5,
*주당계속사업이익,"2,013","3,122","2,192",136,586,,331,
*주당순이익,"2,013","3,122","2,192",136,586,,331,
*희석주당계속사업이익,"2,007","3,114","2,187",,,,,
*희석주당순이익,"2,007","3,114","2,187",,,,,
*(지배주주지분)주당계속사업이익,"2,013","3,122","2,192",136,586,,331,
*(지배주주지분)주당순이익,"2,013","3,122","2,192",136,586,610,331,4
*(지배주주지분)희석주당계속사업이익,"2,007","3,114","2,187",,,,,
*(지배주주지분)희석주당순이익,"2,007","3,114","2,187",,,,,
