항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,971.1","1,963.5","1,972.8","2,122.2","2,359.4",11.2
*내수,"1,971.1",,"1,972.9","2,122.2",,
*수출,,,,,,
매출원가,"1,711.3","1,769.4","1,746.5","1,812.9","2,129.7",17.5
매출총이익,259.9,194.1,226.3,309.3,229.7,-25.7
판매비와관리비,129.9,137.8,142.7,151.9,153.6,1.1
영업이익,130.0,56.2,83.6,157.4,76.2,-51.6
*기타영업손익,,,,,,
영업이익(발표기준),130.0,56.2,83.6,157.4,76.2,-51.6
*[구K-IFRS]영업이익,,,,,,
금융수익,2.2,1.9,4.4,2.7,12.4,363.4
금융원가,8.6,4.6,4.9,8.4,3.3,-61.5
기타영업외손익,1.4,1.4,-4.8,0.4,6.8,"1,750.2"
"종속기업,공동지배기업및관계기업관련손익",-3.2,-3.3,-1.3,1.7,2.3,39.6
법인세비용차감전계속사업이익,121.8,51.5,77.0,153.7,94.4,-38.6
법인세비용,25.6,15.2,23.4,33.3,18.3,-44.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,96.2,36.3,53.6,120.5,76.1,-36.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,96.2,36.3,53.6,120.5,76.1,-36.8
기타포괄이익,-9.1,15.4,-8.7,-9.7,5.1,152.3
총포괄이익,87.1,51.7,44.9,110.8,81.1,-26.8
*주당계속사업이익,605,228,337,757,478,-37
*주당순이익,605,228,337,757,478,-37
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,605,228,337,757,478,-37
*(지배주주지분)주당순이익,605,228,337,757,478,-37
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
