항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),515.3,500.0,752.4,658.7,630.8,-4.2
*내수,,,,658.7,,
*수출,,,,,,
매출원가,479.2,443.6,642.0,572.3,631.1,10.3
매출총이익,36.2,56.4,110.4,86.3,-0.3,-100.3
판매비와관리비,40.1,38.4,45.8,53.4,76.1,42.4
영업이익,-3.9,18.1,64.6,32.9,-76.3,-331.8
*기타영업손익,,,,,,
영업이익(발표기준),-3.9,18.1,64.6,32.9,-76.3,-331.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.8,0.8,0.8,3.5,14.6,316.0
금융원가,19.2,3.8,17.4,22.0,17.6,-19.8
기타영업외손익,-0.1,6.7,1.5,-25.2,3.5,113.8
"종속기업,공동지배기업및관계기업관련손익",0.2,0.3,2.7,4.6,0.2,-95.8
법인세비용차감전계속사업이익,-22.2,22.0,52.2,-6.1,-75.7,"-1,131.3"
법인세비용,-3.3,1.7,10.0,6.2,-16.7,-371.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-18.9,20.3,42.2,-12.3,-59.0,-379.2
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-18.9,20.3,42.2,-12.3,-59.0,-379.2
기타포괄이익,0.4,6.3,0.7,0.1,31.4,"37,830.9"
총포괄이익,-18.5,26.6,42.9,-12.2,-27.6,-125.4
*주당계속사업이익,-773,707,"1,455",-45,-151,-236
*주당순이익,-773,707,"1,455",-45,-151,-236
*희석주당계속사업이익,,669,"1,394",,,
*희석주당순이익,,669,"1,394",,,
*(지배주주지분)주당계속사업이익,-773,707,"1,455",-45,-151,-236
*(지배주주지분)주당순이익,-773,707,"1,455",-45,-151,-236
*(지배주주지분)희석주당계속사업이익,,669,"1,394",,,
*(지배주주지분)희석주당순이익,,669,"1,394",,,
