항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),450.7,538.8,669.4,756.0,909.7,20.3
*내수,,,675.1,755.5,,
*수출,,,8.4,6.6,,
매출원가,201.3,235.9,308.7,364.1,420.2,15.4
매출총이익,249.4,302.9,360.7,391.9,489.5,24.9
판매비와관리비,197.3,218.8,284.5,368.8,411.8,11.7
영업이익,52.2,84.1,76.2,23.2,77.7,235.5
*기타영업손익,,,,,,
영업이익(발표기준),52.2,84.1,76.2,23.2,77.7,235.5
*[구K-IFRS]영업이익,,,,,,
금융수익,0.2,0.4,2.7,17.3,1.3,-92.2
금융원가,0.1,5.5,6.0,19.9,1.4,-92.9
기타영업외손익,0.1,-5.9,0.3,-5.5,4.2,176.3
"종속기업,공동지배기업및관계기업관련손익",,,,,-0.5,
법인세비용차감전계속사업이익,52.4,73.0,73.2,15.0,81.3,441.5
법인세비용,11.3,16.2,16.2,-0.3,14.3,"5,400.8"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,41.1,56.8,57.0,15.3,67.0,338.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,41.1,56.8,57.0,15.3,67.0,338.3
기타포괄이익,5.8,-5.8,-7.8,-2.0,-6.0,-196.7
총포괄이익,46.9,51.0,49.2,13.3,61.1,359.7
*주당계속사업이익,312,431,400,86,378,340
*주당순이익,312,431,400,86,378,340
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,312,431,400,86,378,340
*(지배주주지분)주당순이익,312,431,400,86,378,340
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
