항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),224.1,235.8,285.0,814.0,630.8,-22.5
*내수,83.8,,211.1,656.3,,
*수출,140.2,,73.9,157.7,,
매출원가,,,,,,
매출총이익,224.1,235.8,285.0,814.0,630.8,-22.5
판매비와관리비,261.4,343.5,456.1,558.9,670.6,20.0
영업이익,-37.3,-107.7,-171.1,255.1,-39.7,-115.6
*기타영업손익,,,,,,
영업이익(발표기준),-37.3,-107.7,-171.1,255.1,-39.7,-115.6
*[구K-IFRS]영업이익,,,,,,
금융수익,3.6,4.8,3.2,6.3,8.1,28.7
금융원가,0.6,0.5,5.7,6.0,5.8,-3.4
기타영업외손익,-30.1,0.7,6.6,0.4,-0.2,-156.1
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-64.4,-102.6,-166.9,255.8,-37.7,-114.8
법인세비용,-33.7,23.1,3.8,-5.2,41.9,902.3
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-30.7,-125.8,-170.7,261.0,-79.6,-130.5
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-30.7,-125.8,-170.7,261.0,-79.6,-130.5
기타포괄이익,-0.3,-2.6,-7.0,-1.1,,
총포괄이익,-31.1,-128.4,-177.7,259.8,-79.6,-130.6
*주당계속사업이익,-29,-539,-710,916,-279,-130
*주당순이익,-29,-539,-710,916,-279,-130
*희석주당계속사업이익,,,,915,,
*희석주당순이익,,,,915,,
*(지배주주지분)주당계속사업이익,-29,-539,-710,916,-279,-130
*(지배주주지분)주당순이익,-29,-539,-710,916,-279,-130
*(지배주주지분)희석주당계속사업이익,,,,915,,
*(지배주주지분)희석주당순이익,,,,915,,
