항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
매출액(수익),"2,137.6","2,230.4","2,289.4","2,920.3","4,176.9","4,701.0",43.0,12.6
*내수,,,"2,289.4","2,920.3",,,,
*수출,,,,,,,,
매출원가,"1,129.8","1,292.0","1,406.1","1,758.7","2,420.0",,37.6,
매출총이익,"1,007.8",938.3,883.3,"1,161.6","1,756.9","1,953.0",51.3,11.2
판매비와관리비,823.6,927.2,919.5,861.6,"1,025.0",,19.0,
영업이익,184.2,11.1,-36.3,300.0,731.9,840.0,144.0,14.8
*기타영업손익,,,,,,,,
영업이익(발표기준),184.2,11.1,-36.3,300.0,731.9,,144.0,
*[구K-IFRS]영업이익,,,,,,,,
금융수익,16.1,16.6,11.3,145.6,46.5,,-68.1,
금융원가,87.2,77.3,111.5,120.8,91.3,,-24.4,
기타영업외손익,-291.7,146.2,-178.4,80.1,831.8,,938.1,
"종속기업,공동지배기업및관계기업관련손익",,,,,,,,
법인세비용차감전계속사업이익,-178.5,96.7,-314.8,405.0,"1,518.9",855.0,275.0,-43.7
법인세비용,28.9,148.3,26.1,120.2,160.3,,33.4,
종속회사매수일전순손익,,,,,,,,
처분된종속회사순손익,,,,,,,,
계속사업이익,-207.3,-51.6,-341.0,284.8,"1,358.6",,377.0,
중단사업이익,-8.5,-23.7,,,,,,
*중단사업법인세효과,-0.2,,,,,,,
당기순이익,-215.9,-75.3,-341.0,284.8,"1,358.6",681.0,377.0,-49.9
기타포괄이익,-3.3,-45.8,9.7,-1.0,-1.8,,-79.5,
총포괄이익,-219.2,-121.1,-331.2,283.8,"1,356.7",,378.1,
*주당계속사업이익,-485,-111,-734,659,"3,152",,378,
*주당순이익,-505,-166,-734,659,"3,152",,378,
*희석주당계속사업이익,,,,,,,,
*희석주당순이익,,,,,,,,
*(지배주주지분)주당계속사업이익,-485,-111,-734,659,"3,152",,378,
*(지배주주지분)주당순이익,-505,-166,-734,659,"3,152","1,564",378,-50
*(지배주주지분)희석주당계속사업이익,,,,,,,,
*(지배주주지분)희석주당순이익,,,,,,,,
