항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),272.2,267.2,230.7,167.2,222.0,32.8
*내수,,,185.8,140.7,,
*수출,,,44.6,26.5,,
매출원가,195.9,157.3,101.7,91.2,128.3,40.7
매출총이익,76.2,109.8,129.0,76.0,93.7,23.3
판매비와관리비,81.5,97.6,111.4,140.1,188.7,34.7
영업이익,-5.3,12.3,17.6,-64.1,-95.0,-48.1
*기타영업손익,,,,,,
영업이익(발표기준),-5.3,12.3,17.6,-64.1,-95.0,-48.1
*[구K-IFRS]영업이익,,,,,,
금융수익,3.3,3.4,2.6,5.3,1.8,-65.7
금융원가,8.5,1.7,2.2,12.8,169.3,"1,218.4"
기타영업외손익,5.8,8.3,-9.1,-117.0,-57.9,50.6
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,-4.6,22.3,9.0,-188.7,-320.3,-69.8
법인세비용,,,,,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-4.6,22.3,9.0,-188.7,-320.3,-69.8
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-4.6,22.3,9.0,-188.7,-320.3,-69.8
기타포괄이익,-1.0,9.5,-0.6,-3.4,5.0,247.3
총포괄이익,-5.7,31.9,8.4,-192.1,-315.3,-64.2
*주당계속사업이익,-9,42,16,-308,-519,-69
*주당순이익,-9,42,16,-308,-519,-69
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-9,42,16,-308,-519,-69
*(지배주주지분)주당순이익,-9,42,16,-308,-519,-69
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
