항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),284.9,287.4,296.8,336.4,363.3,8.0
*내수,,,331.1,371.6,,
*수출,,,,,,
매출원가,105.2,103.8,111.8,129.1,151.7,17.5
매출총이익,179.7,183.7,184.9,207.3,211.6,2.1
판매비와관리비,111.0,113.3,131.6,161.2,147.2,-8.7
영업이익,68.7,70.4,53.3,46.0,64.4,39.8
*기타영업손익,,,,,,
영업이익(발표기준),68.7,70.4,53.3,46.0,64.4,39.8
*[구K-IFRS]영업이익,,,,,,
금융수익,0.3,2.7,6.4,17.4,64.7,271.0
금융원가,0.7,0.4,0.2,5.1,70.1,"1,282.9"
기타영업외손익,1.3,1.2,0.1,0.2,3.9,"1,918.6"
"종속기업,공동지배기업및관계기업관련손익",,,,,15.0,
법인세비용차감전계속사업이익,69.7,73.9,59.6,58.6,78.0,33.1
법인세비용,15.1,13.3,10.5,8.8,13.3,50.4
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,54.6,60.6,49.1,49.8,64.7,30.0
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,54.6,60.6,49.1,49.8,64.7,30.0
기타포괄이익,0.3,-2.7,-5.0,0.4,-2.3,-664.4
총포괄이익,54.9,57.9,44.1,50.2,62.4,24.4
*주당계속사업이익,"18,195",838,543,368,457,24
*주당순이익,"18,195",838,543,368,457,24
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"18,195",838,543,368,457,24
*(지배주주지분)주당순이익,"18,195",838,543,368,457,24
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
