항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),747.1,808.6,885.3,"1,111.2","1,342.8",20.8
*내수,683.3,,750.1,976.5,,
*수출,63.8,,135.2,134.7,,
매출원가,684.2,743.4,804.8,"1,030.5","1,241.4",20.5
매출총이익,62.9,65.3,80.5,80.7,101.3,25.6
판매비와관리비,46.9,46.2,47.9,60.2,75.0,24.6
영업이익,16.1,19.1,32.6,20.5,26.4,28.7
*기타영업손익,,,,,,
영업이익(발표기준),16.1,19.1,32.6,20.5,26.4,28.7
*[구K-IFRS]영업이익,,,,,,
금융수익,0.0,0.1,0.1,0.0,0.0,20.8
금융원가,5.2,9.7,15.9,14.7,8.0,-45.6
기타영업외손익,-0.2,1.3,-18.2,11.5,11.8,2.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,10.7,10.7,-1.5,17.2,30.2,75.1
법인세비용,2.3,2.1,-1.5,2.0,4.5,126.0
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,8.4,8.6,0.0,15.2,25.7,68.4
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,8.4,8.6,0.0,15.2,25.7,68.4
기타포괄이익,5.4,47.7,1.8,-5.4,-0.2,96.6
총포괄이익,13.8,56.3,1.8,9.9,25.5,157.8
*주당계속사업이익,"1,744",359,0,585,832,42
*주당순이익,"1,744",359,0,585,832,42
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,"1,744",359,0,585,832,42
*(지배주주지분)주당순이익,"1,744",359,0,585,832,42
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
