항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),"1,282.5","1,152.4","1,184.4","1,175.0","1,423.6",21.2
*내수,550.4,,445.0,554.8,,
*수출,732.1,,739.4,620.2,,
매출원가,"1,197.0","1,052.7","1,093.2","1,067.1","1,270.9",19.1
매출총이익,85.5,99.8,91.2,107.9,152.7,41.5
판매비와관리비,69.4,75.6,83.3,78.3,93.5,19.3
영업이익,16.1,24.2,8.0,29.6,59.2,100.3
*기타영업손익,,,,,,
영업이익(발표기준),16.1,24.2,8.0,29.6,59.2,100.3
*[구K-IFRS]영업이익,,,,,,
금융수익,5.9,1.2,2.5,3.7,4.6,25.6
금융원가,12.8,12.3,10.7,10.6,8.0,-24.8
기타영업외손익,41.7,26.6,29.7,25.9,22.8,-11.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,50.7,39.7,29.4,48.6,78.8,62.1
법인세비용,9.4,-18.3,4.4,13.1,13.1,-0.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,41.4,58.0,25.0,35.4,65.7,85.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,41.4,58.0,25.0,35.4,65.7,85.3
기타포괄이익,1.2,-1.4,-2.1,1.9,1.9,0.8
총포괄이익,42.5,56.6,22.9,37.4,67.6,80.9
*주당계속사업이익,525,736,317,450,834,85
*주당순이익,525,736,317,450,834,85
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,525,736,317,450,834,85
*(지배주주지분)주당순이익,525,736,317,450,834,85
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
