항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),905.1,"1,015.4","1,132.9","1,063.6","1,654.2",55.5
*내수,905.1,,"1,132.9","1,063.6",,
*수출,,,,,,
매출원가,811.8,980.1,"1,090.1","1,009.5","1,419.2",40.6
매출총이익,93.2,35.2,42.8,54.1,234.9,334.2
판매비와관리비,37.8,39.4,48.0,43.7,59.1,35.2
영업이익,55.4,-4.2,-5.2,10.4,175.8,"1,594.4"
*기타영업손익,,,,,,
영업이익(발표기준),55.4,-4.2,-5.2,10.4,175.8,"1,594.4"
*[구K-IFRS]영업이익,,,,,,
금융수익,25.5,7.4,10.1,12.0,13.6,12.9
금융원가,5.1,4.6,2.6,21.9,5.5,-74.9
기타영업외손익,2.5,1.7,1.0,1.6,1.4,-14.8
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,78.3,0.4,3.4,2.1,185.3,"8,903.5"
법인세비용,16.8,-0.1,0.3,0.1,40.1,"59,813.0"
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,61.5,0.5,3.1,2.0,145.2,"7,193.1"
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,61.5,0.5,3.1,2.0,145.2,"7,193.1"
기타포괄이익,6.3,-24.9,-3.7,16.6,-7.0,-142.2
총포괄이익,67.8,-24.4,-0.6,18.6,138.2,642.1
*주당계속사업이익,620,5,32,20,"1,463","7,215"
*주당순이익,620,5,32,20,"1,463","7,215"
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,620,5,32,20,"1,463","7,215"
*(지배주주지분)주당순이익,620,5,32,20,"1,463","7,215"
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
