항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),628.6,563.0,730.1,643.9,550.3,-14.5
*내수,626.4,,729.1,642.0,,
*수출,2.2,,1.0,1.9,,
매출원가,597.0,553.4,697.2,641.6,594.2,-7.4
매출총이익,31.6,9.6,32.9,2.3,-43.9,"-2,027.9"
판매비와관리비,17.5,18.8,23.0,22.9,23.5,2.5
영업이익,14.1,-9.2,9.9,-20.6,-67.4,-226.9
*기타영업손익,,,,,,
영업이익(발표기준),14.1,-9.2,9.9,-20.6,-67.4,-226.9
*[구K-IFRS]영업이익,,,,,,
금융수익,1.2,1.0,1.1,0.8,0.8,3.5
금융원가,1.6,0.5,0.6,1.1,1.4,29.9
기타영업외손익,2.8,3.3,2.5,1.7,4.6,170.9
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,16.5,-5.4,13.0,-19.3,-63.5,-229.3
법인세비용,2.1,-1.9,2.1,-6.2,-14.8,-138.9
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,14.3,-3.5,10.9,-13.1,-48.6,-272.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,14.3,-3.5,10.9,-13.1,-48.6,-272.3
기타포괄이익,0.2,,,,,
총포괄이익,14.5,-3.5,10.9,-13.1,-48.6,-272.3
*주당계속사업이익,43,-10,32,-39,-143,-267
*주당순이익,43,-10,32,-39,-143,-267
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,43,-10,32,-39,-143,-267
*(지배주주지분)주당순이익,43,-10,32,-39,-143,-267
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
