항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),47.9,45.2,39.8,42.4,40.8,-3.6
*내수,,,,40.4,,
*수출,,,,1.9,,
매출원가,24.8,33.2,19.2,21.4,23.2,8.6
매출총이익,23.1,11.9,20.6,21.0,17.6,-16.0
판매비와관리비,20.8,26.3,22.4,23.4,27.5,17.4
영업이익,2.3,-14.4,-1.8,-2.4,-9.8,-309.4
*기타영업손익,,,,,,
영업이익(발표기준),2.3,-14.4,-1.8,-2.4,-9.8,-309.4
*[구K-IFRS]영업이익,,,,,,
금융수익,4.6,2.2,0.9,12.7,37.4,194.0
금융원가,8.0,9.3,16.2,35.7,34.4,-3.6
기타영업외손익,1.3,-0.5,0.3,0.3,0.1,-81.7
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,0.1,-21.9,-16.9,-25.1,-6.9,72.7
법인세비용,1.3,3.5,,,,
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,-1.2,-25.4,-16.9,-25.1,-6.9,72.7
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,-1.2,-25.4,-16.9,-25.1,-6.9,72.7
기타포괄이익,-0.2,-0.2,0.7,1.0,2.5,139.8
총포괄이익,-1.3,-25.6,-16.2,-24.1,-4.4,81.8
*주당계속사업이익,-49,"-1,074",-715,-962,-173,82
*주당순이익,-49,"-1,074",-715,-962,-173,82
*희석주당계속사업이익,,,,,,
*희석주당순이익,,,,,,
*(지배주주지분)주당계속사업이익,-49,"-1,074",-715,-962,-173,82
*(지배주주지분)주당순이익,-49,"-1,074",-715,-962,-173,82
*(지배주주지분)희석주당계속사업이익,,,,,,
*(지배주주지분)희석주당순이익,,,,,,
