항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),664.9,738.3,796.1,801.9,889.3,10.9
*내수,645.3,722.4,773.9,774.1,,
*수출,19.6,15.9,22.1,27.8,,
매출원가,498.0,559.9,605.9,616.3,712.4,15.6
매출총이익,166.9,178.4,190.1,185.7,176.9,-4.7
판매비와관리비,76.8,86.0,86.5,84.4,97.9,16.0
영업이익,90.2,92.4,103.7,101.3,79.0,-22.0
*기타영업손익,,,,,,
영업이익(발표기준),90.2,92.4,103.7,101.3,79.0,-22.0
*[구K-IFRS]영업이익,,,,,,
금융수익,20.8,33.8,26.6,26.1,28.1,7.4
금융원가,21.8,2.7,57.5,19.9,8.4,-58.0
기타영업외손익,0.2,1.0,-0.8,0.7,-4.0,-662.6
"종속기업,공동지배기업및관계기업관련손익",,,1.1,0.7,8.8,"1,227.3"
법인세비용차감전계속사업이익,89.3,124.5,73.0,108.9,103.5,-5.0
법인세비용,16.0,24.1,12.3,19.7,19.0,-3.6
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,73.3,100.4,60.7,89.1,84.5,-5.3
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,73.3,100.4,60.7,89.1,84.5,-5.3
기타포괄이익,48.2,-9.1,28.2,-2.3,2.2,193.0
총포괄이익,121.5,91.2,88.9,86.8,86.6,-0.2
*주당계속사업이익,"1,210","1,501",855,"1,256","1,177",-6
*주당순이익,"1,210","1,501",855,"1,256","1,177",-6
*희석주당계속사업이익,"1,172","1,495",852,"1,251",,
*희석주당순이익,"1,172","1,495",852,"1,251",,
*(지배주주지분)주당계속사업이익,"1,210","1,501",855,"1,256","1,177",-6
*(지배주주지분)주당순이익,"1,210","1,501",855,"1,256","1,177",-6
*(지배주주지분)희석주당계속사업이익,"1,172","1,495",852,"1,251",,
*(지배주주지분)희석주당순이익,"1,172","1,495",852,"1,251",,
