항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
매출액(수익),131.6,206.2,238.7,158.0,429.2,171.7
*내수,,,75.8,63.1,,
*수출,,,162.9,94.8,,
매출원가,73.8,132.0,155.2,121.6,333.2,173.9
매출총이익,57.9,74.2,83.5,36.3,96.0,164.4
판매비와관리비,11.5,32.2,37.0,48.8,38.4,-21.3
영업이익,46.4,42.0,46.5,-12.5,57.6,560.9
*기타영업손익,,,,,,
영업이익(발표기준),46.4,42.0,46.5,-12.5,57.6,560.9
*[구K-IFRS]영업이익,,,,,,
금융수익,0.2,0.7,4.3,14.4,7.7,-46.7
금융원가,0.7,0.3,9.0,16.3,3.7,-77.0
기타영업외손익,0.1,0.4,2.3,-0.5,1.1,310.7
"종속기업,공동지배기업및관계기업관련손익",,,,,,
법인세비용차감전계속사업이익,46.0,42.8,44.0,-14.9,62.6,519.2
법인세비용,8.4,8.8,5.8,-3.3,12.1,466.8
종속회사매수일전순손익,,,,,,
처분된종속회사순손익,,,,,,
계속사업이익,37.6,34.1,38.3,-11.6,50.5,534.1
중단사업이익,,,,,,
*중단사업법인세효과,,,,,,
당기순이익,37.6,34.1,38.3,-11.6,50.5,534.1
기타포괄이익,-0.1,-1.7,-0.5,-1.6,-0.2,88.6
총포괄이익,37.6,32.3,37.8,-13.3,50.3,478.9
*주당계속사업이익,"62,634",628,593,-178,688,487
*주당순이익,"62,634",628,593,-178,688,487
*희석주당계속사업이익,,613,574,,673,
*희석주당순이익,,613,574,,673,
*(지배주주지분)주당계속사업이익,"62,634",628,593,-178,688,487
*(지배주주지분)주당순이익,"62,634",628,593,-178,688,487
*(지배주주지분)희석주당계속사업이익,,613,574,,673,
*(지배주주지분)희석주당순이익,,613,574,,673,
