항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"22,480.2","22,056.4","20,192.1","17,686.3","18,629.7",5.3
유동자산,"6,551.9","5,710.7","4,975.4","5,467.1","4,393.7",-19.6
재고자산,"2,283.7","2,286.1","2,261.3","1,923.7","1,557.4",-19.0
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,,8.9,,,212.8,
매출채권및기타채권,"2,038.2","1,742.0","1,365.9","1,304.4","1,365.4",4.7
당기법인세자산(선급법인세),3.3,3.2,4.3,1.9,0.4,-77.1
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,72.2,109.8,85.8,377.5,711.0,88.3
현금및현금성자산,"2,154.4","1,560.6","1,258.0","1,859.6",546.7,-70.6
매각예정비유동자산및처분자산,,,,,,
비유동자산,"15,928.3","16,345.7","15,216.7","12,219.2","14,236.0",16.5
유형자산,"12,397.0","12,281.3","11,422.6","9,391.0","11,915.9",26.9
무형자산,"3,032.7","3,537.6","3,131.0","2,099.3","1,757.2",-16.3
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,156.3,172.7,196.2,216.2,226.0,4.5
장기매출채권및기타채권,339.5,351.2,389.4,415.0,290.5,-30.0
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,2.7,2.9,77.5,97.7,46.4,-52.5
기타금융업자산,,,,,,
*순자산1,"7,751.5","6,932.9","4,031.2",-881.2,-806.0,8.5
*순자산2,"4,718.9","3,395.3",900.2,"-2,980.5","-2,563.2",14.0
부채총계,"14,728.6","15,123.5","16,160.8","18,567.5","19,435.7",4.7
유동부채,"10,066.0","9,951.2","9,870.8","12,601.2","13,461.3",6.8
단기사채,,,,,,
단기차입금,"1,513.4","1,732.3","1,566.1",800.0,800.0,0.0
유동성장기부채,125.0,50.0,"1,044.4","2,412.8","2,401.3",-0.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,4.1,,,,,
매입채무및기타채무,"7,841.6","7,551.7","6,661.3","8,156.9","9,273.8",13.7
유동종업원급여충당부채,11.9,27.3,20.8,19.9,,
단기충당부채,530.5,492.1,503.1,"1,096.8",834.4,-23.9
당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,39.4,97.9,75.2,114.8,151.7,32.1
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"4,662.7","5,172.3","6,290.0","5,966.3","5,974.4",0.1
사채,,,,,,
장기차입금,700.0,750.0,"1,587.5",400.0,400.0,0.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,46.9,21.4,41.1,91.8
장기매입채무및기타채무,33.7,15.9,8.5,6.5,0.6,-90.1
비유동종업원급여충당부채,"2,997.0","3,434.9","3,703.3","3,969.7","3,778.4",-4.8
장기충당부채,931.9,858.3,779.8,"1,375.5","1,024.8",-25.5
이연법인세부채,,,,,553.1,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,113.2,164.0,193.3,176.5,-8.7
기타금융업부채,,,,,,
*이자발생부채,"2,338.4","2,532.3","4,244.9","3,634.2","3,642.4",0.2
*순부채,184.0,971.6,"2,986.9","1,774.6","2,883.0",62.5
*CAPEX,"1,575.0","1,369.3","1,368.2",709.7,960.0,35.3
자본총계,"7,751.5","6,932.9","4,031.2",-881.2,-806.0,8.5
지배주주지분,"7,751.5","6,932.9","4,031.2",-881.2,-806.0,8.5
자본금,"6,897.5","6,897.5","7,492.0","7,492.0","7,492.0",0.0
신종자본증권,,,,,,
자본잉여금,"1,322.1",869.8,772.3,772.3,772.3,0.0
기타자본,9.3,9.3,9.3,9.3,,
기타포괄이익누계액,11.5,12.4,11.1,8.3,"2,241.4","27,006.0"
이익잉여금,-488.9,-856.1,"-4,253.5","-9,163.1","-11,311.6",-23.4
*(지배)당기순이익,-658.2,-618.4,"-3,413.6","-5,043.4","-2,579.4",48.9
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"137,949","137,949","149,840","149,840","149,840",0
보통주,"137,949","137,949","149,840","149,840","149,840",0
우선주,,,,,,
