항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"6,393.5","6,526.2","7,486.7","8,189.3","8,415.6",2.8
유동자산,"2,619.9","2,837.9","3,096.1","3,282.2","3,255.3",-0.8
재고자산,681.8,770.0,947.0,837.3,841.0,0.4
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,125.0,100.0,50.0,-50.0
단기금융자산,1.1,26.1,16.2,1.5,16.1,954.2
매출채권및기타채권,"1,403.9","1,450.2","1,593.6","1,717.0","1,714.3",-0.1
당기법인세자산(선급법인세),0.0,0.1,,,,
계약자산,,,,,,
반품(환불)자산,,10.4,9.3,6.5,1.9,-70.9
배출권,,,,,,
기타유동자산,185.5,256.1,225.0,382.9,327.6,-14.5
현금및현금성자산,347.6,325.0,179.9,237.0,304.4,28.5
매각예정비유동자산및처분자산,,,,,,
비유동자산,"3,773.6","3,688.3","4,390.6","4,907.0","5,160.4",5.2
유형자산,"1,620.9","1,645.3","1,674.8","1,740.7","2,092.4",20.2
무형자산,988.4,989.6,964.2,919.8,810.9,-11.8
비유동생물자산,,,,,,
투자부동산,542.3,540.2,538.0,535.9,533.7,-0.4
투자자산,599.5,493.8,"1,176.0","1,675.3","1,698.3",1.4
장기매출채권및기타채권,18.9,14.5,6.2,9.0,6.7,-25.6
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,2.6,1.3,0.3,0.2,-32.6
배출권,,,,,,
기타비유동자산,3.6,2.4,30.1,26.2,18.2,-30.7
기타금융업자산,,,,,,
*순자산1,"2,907.1","3,133.8","3,439.9","3,818.5","3,840.0",0.6
*순자산2,"1,918.7","2,144.2","2,475.8","2,898.7","3,029.0",4.5
부채총계,"3,486.3","3,392.4","4,046.7","4,370.8","4,575.7",4.7
유동부채,"1,974.5","2,574.7","2,678.9","2,277.0","2,777.9",22.0
단기사채,,,,,,
단기차입금,687.0,632.0,506.5,492.7,"1,181.6",139.8
유동성장기부채,149.9,449.6,698.9,299.8,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,163.1,105.1,6.0,10.4,72.4
매입채무및기타채무,"1,026.9","1,202.7","1,260.7","1,284.0","1,403.4",9.3
유동종업원급여충당부채,,,47.6,,,
단기충당부채,75.8,50.9,1.3,75.6,127.9,69.1
당기법인세부채(미지급법인세),30.9,44.2,24.0,112.0,46.7,-58.3
계약부채,,,,,,
반품(환불)부채,,30.7,33.2,,,
배출부채,,,,,,
기타유동부채,4.0,1.5,1.6,6.9,7.9,15.7
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"1,511.8",817.7,"1,367.8","2,093.8","1,797.8",-14.1
사채,653.3,199.7,299.5,344.5,840.8,144.1
장기차입금,399.4,303.0,631.6,"1,184.0",547.1,-53.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,158.9,,12.5,70.9,8.6,-87.8
장기매입채무및기타채무,63.9,86.8,74.4,76.6,74.2,-3.2
비유동종업원급여충당부채,23.2,53.9,86.6,82.4,33.6,-59.2
장기충당부채,36.6,27.3,18.9,28.9,29.3,1.2
이연법인세부채,176.5,134.8,231.2,305.2,263.7,-13.6
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,12.1,10.3,,,
배출부채,,,,,,
기타비유동부채,,,2.9,1.2,0.6,-54.5
기타금융업부채,,,,,,
*이자발생부채,"1,889.5","1,584.3","2,153.1","2,339.9","2,583.9",10.4
*순부채,"1,541.9","1,259.2","1,848.2","2,002.9","2,229.6",11.3
*CAPEX,291.5,157.7,220.3,204.4,430.2,110.5
자본총계,"2,907.1","3,133.8","3,439.9","3,818.5","3,840.0",0.6
지배주주지분,"2,842.9","3,073.8","3,407.4","3,813.0","3,840.0",0.7
자본금,63.0,68.8,68.8,68.8,68.8,0.0
신종자본증권,,,,,,
자본잉여금,610.8,810.0,827.9,772.7,772.8,0.0
기타자본,-167.1,-178.7,-83.0,,,
기타포괄이익누계액,-20.0,2.4,-10.3,124.9,109.1,-12.6
이익잉여금,"2,356.3","2,371.3","2,604.0","2,846.6","2,889.2",1.5
*(지배)당기순이익,48.7,79.9,349.3,269.6,32.9,-87.8
비지배주주지분,64.2,60.0,32.5,5.5,,
*(비지배)당기순이익,-14.2,-9.3,-10.0,0.2,-0.1,-131.9
수권주식수,"30,000","30,000","30,000","30,000","30,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"12,594","13,764","13,764","13,764","13,764",0
보통주,"12,594","13,764","13,764","13,764","13,764",0
우선주,,,,,,
