항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"3,024.0","3,082.9","3,111.6","3,187.4","3,159.5",-0.9
유동자산,861.0,911.2,"1,041.0","1,307.1","1,266.9",-3.1
재고자산,348.9,528.8,602.2,603.4,611.1,1.3
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,20.6,5.8,11.1,7.2,6.1,-16.3
매출채권및기타채권,422.1,310.6,318.7,329.9,342.8,3.9
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,51.8,56.1,52.4,36.5,53.8,47.3
현금및현금성자산,17.6,9.9,56.7,330.1,253.2,-23.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"2,163.0","2,171.7","2,070.5","1,880.3","1,892.6",0.7
유형자산,"1,132.7","1,113.6","1,046.0",962.8,945.1,-1.8
무형자산,137.3,133.3,129.7,126.1,122.7,-2.7
비유동생물자산,,,,,,
투자부동산,373.5,366.6,365.7,350.3,349.5,-0.2
투자자산,441.0,487.0,468.2,392.9,438.0,11.5
장기매출채권및기타채권,78.5,71.0,46.7,31.5,26.9,-14.4
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.0,0.0,14.3,16.6,10.3,-38.4
기타금융업자산,,,,,,
*순자산1,"1,486.8","1,557.0","1,675.6","1,847.9","1,967.0",6.5
*순자산2,"1,349.6","1,423.7","1,545.9","1,721.8","1,844.3",7.1
부채총계,"1,537.2","1,525.9","1,436.0","1,339.5","1,192.4",-11.0
유동부채,"1,195.1","1,242.7","1,199.4","1,133.4","1,057.4",-6.7
단기사채,,,,,,
단기차입금,740.7,802.8,710.6,604.9,582.7,-3.7
유동성장기부채,64.7,64.7,40.7,44.7,38.5,-13.8
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,3.7,3.7,8.5,10.3,6.9,-32.7
매입채무및기타채무,358.5,365.5,383.1,406.4,397.4,-2.2
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),24.0,1.9,49.0,57.6,24.6,-57.4
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,3.5,4.1,7.5,9.5,7.5,-22.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,342.0,283.1,236.6,206.1,135.0,-34.5
사채,,,,,,
장기차입금,172.5,107.9,46.2,43.5,5.0,-88.5
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,9.6,10.6,6.7,-36.4
장기매입채무및기타채무,19.2,8.5,8.6,8.8,9.4,7.3
비유동종업원급여충당부채,43.1,53.1,65.7,68.9,52.6,-23.6
장기충당부채,,,,,,
이연법인세부채,107.2,113.7,106.6,74.3,61.2,-17.6
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,0.0,0.0,0.0,,,
기타금융업부채,,,,,,
*이자발생부채,977.9,975.4,812.2,710.1,636.8,-10.3
*순부채,939.8,960.6,744.7,373.0,378.8,1.6
*CAPEX,126.5,67.5,30.1,38.2,76.5,100.5
자본총계,"1,486.8","1,557.0","1,675.6","1,847.9","1,967.0",6.5
지배주주지분,"1,486.8","1,557.0","1,675.6","1,847.9","1,967.0",6.5
자본금,471.1,471.1,471.1,471.1,471.1,0.0
신종자본증권,,,,,,
자본잉여금,606.6,606.6,606.6,606.6,606.6,0.0
기타자본,-418.3,-418.3,-418.3,-418.3,-418.3,0.0
기타포괄이익누계액,15.3,17.3,16.7,12.0,-16.8,-240.2
이익잉여금,812.0,880.3,999.4,"1,176.4","1,324.3",12.6
*(지배)당기순이익,239.9,79.6,132.1,184.6,157.7,-14.6
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"12,000","12,000","12,000","12,000","12,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"9,423","9,423","9,423","9,423","9,423",0
보통주,"9,423","9,423","9,423","9,423","9,423",0
우선주,,,,,,
