항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"5,589.4","5,834.5","6,093.6","7,223.1","9,078.2",25.7
유동자산,319.4,338.9,347.7,604.7,803.5,32.9
재고자산,135.1,176.7,165.5,86.8,156.7,80.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.0,0.0,0.0,0.0,0.0,0.0
매출채권및기타채권,150.2,136.1,163.8,112.9,192.9,70.8
당기법인세자산(선급법인세),,,,0.3,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,18.6,,,,,
기타유동자산,5.0,8.0,3.4,4.5,10.5,133.0
현금및현금성자산,10.4,18.1,15.0,400.2,443.4,10.8
매각예정비유동자산및처분자산,,,,,,
비유동자산,"5,270.0","5,495.7","5,745.9","6,618.3","8,274.7",25.0
유형자산,454.0,424.5,187.8,186.6,201.5,8.0
무형자산,120.2,120.2,120.2,52.7,52.7,0.0
비유동생물자산,,,,,,
투자부동산,662.9,659.3,801.7,793.2,792.0,-0.2
투자자산,"4,020.9","4,274.4","4,635.9","5,536.7","7,178.8",29.7
장기매출채권및기타채권,11.7,9.8,0.4,49.0,49.7,1.3
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.3,7.4,0.0,0.0,0.0,-56.2
기타금융업자산,,,,,,
*순자산1,"4,688.4","4,984.7","5,334.1","6,072.1","7,420.5",22.2
*순자산2,"4,568.3","4,864.5","5,213.9","6,019.4","7,367.8",22.4
부채총계,901.0,849.9,759.6,"1,151.0","1,657.7",44.0
유동부채,405.7,337.7,249.0,147.9,272.6,84.4
단기사채,,,,,,
단기차입금,281.6,207.9,79.2,27.1,63.4,134.2
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,11.4,6.8,7.4,9.5
매입채무및기타채무,119.3,125.0,149.5,108.8,183.6,68.7
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),2.2,2.7,5.4,,4.6,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,2.6,2.1,3.5,5.2,13.6,160.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,495.2,512.1,510.6,"1,003.1","1,385.1",38.1
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,28.3,10.1,4.3,-57.9
장기매입채무및기타채무,44.7,41.8,2.8,246.7,251.5,1.9
비유동종업원급여충당부채,12.5,0.9,1.3,1.0,0.0,-95.0
장기충당부채,,,,,,
이연법인세부채,436.9,469.1,478.2,740.1,"1,126.1",52.2
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.2,0.4,,5.2,3.1,-39.8
기타금융업부채,,,,,,
*이자발생부채,281.6,207.9,119.0,44.0,75.1,70.7
*순부채,271.2,189.8,104.0,-356.2,-368.3,-3.4
*CAPEX,35.4,13.4,10.0,22.7,40.1,77.0
자본총계,"4,688.4","4,984.7","5,334.1","6,072.1","7,420.5",22.2
지배주주지분,"4,688.4","4,984.7","5,334.1","6,072.1","7,420.5",22.2
자본금,66.4,66.4,66.4,66.4,66.4,0.0
신종자본증권,,,,,,
자본잉여금,49.9,125.4,125.4,125.4,125.4,0.0
기타자본,-110.9,-110.9,-110.9,-110.9,-110.9,0.0
기타포괄이익누계액,"1,163.9","1,010.9","1,140.4","1,573.6","2,684.8",70.6
이익잉여금,"3,519.1","3,892.9","4,112.7","4,417.5","4,654.8",5.4
*(지배)당기순이익,204.1,442.5,225.2,162.0,243.8,50.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"2,400","2,400","2,400","2,400","2,400",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"1,328","1,328","1,328","1,328","1,328",0
보통주,"1,328","1,328","1,328","1,328","1,328",0
우선주,,,,,,
