항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"2,917.2","2,895.3","3,088.9","3,083.5","3,329.2",8.0
유동자산,"1,869.7","1,775.2","1,867.7","1,751.4","1,903.3",8.7
재고자산,540.7,474.4,486.1,443.5,646.7,45.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,0.1,11.3,65.5,5.0,33.6,571.1
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,500.0,464.0,471.0,229.3,210.0,-8.4
단기금융자산,17.3,43.9,50.0,63.1,42.8,-32.1
매출채권및기타채권,413.6,427.6,422.2,385.0,436.2,13.3
당기법인세자산(선급법인세),12.7,5.4,3.4,9.4,10.8,15.0
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,7.3,5.0,5.5,5.2,10.6,104.1
현금및현금성자산,378.1,343.5,364.2,611.0,512.6,-16.1
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,047.5","1,120.1","1,221.2","1,332.1","1,426.0",7.0
유형자산,601.2,592.4,591.6,543.5,562.7,3.5
무형자산,19.4,22.1,20.1,19.1,161.6,745.6
비유동생물자산,,,,,,
투자부동산,278.0,277.7,281.6,279.5,278.2,-0.4
투자자산,82.6,158.4,173.7,296.7,271.2,-8.6
장기매출채권및기타채권,1.1,0.9,1.0,1.9,7.8,317.1
이연법인세자산,65.4,68.6,67.3,63.1,16.7,-73.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,85.9,128.3,127.7,-0.5
기타금융업자산,,,,,,
*순자산1,"2,441.0","2,439.2","2,527.7","2,479.1","2,668.2",7.6
*순자산2,"2,421.6","2,417.1","2,507.6","2,459.9","2,506.5",1.9
부채총계,476.2,456.2,561.2,604.4,661.0,9.4
유동부채,408.6,365.5,402.1,394.4,464.3,17.7
단기사채,,,,,,
단기차입금,,127.5,120.0,121.3,121.3,-0.1
유동성장기부채,120.0,5.9,43.6,,10.9,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,31.8,35.1,10.6
매입채무및기타채무,253.3,209.3,224.9,228.8,279.0,21.9
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),16.1,4.0,5.0,7.2,13.1,82.7
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,19.2,18.8,8.7,5.4,5.0,-8.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,67.6,90.7,159.0,210.0,196.7,-6.3
사채,,,,,,
장기차입금,4.7,,,,0.7,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,45.3,103.2,115.2,11.6
장기매입채무및기타채무,17.9,15.4,14.3,10.4,1.7,-84.1
비유동종업원급여충당부채,18.2,37.1,55.9,63.4,44.8,-29.3
장기충당부채,,,,,,
이연법인세부채,26.8,38.1,43.5,33.0,34.4,4.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,124.7,133.4,208.8,256.3,276.5,7.9
*순부채,-770.3,-729.1,-741.7,-652.0,-521.1,20.1
*CAPEX,47.6,73.4,58.1,33.1,87.4,163.8
자본총계,"2,441.0","2,439.2","2,527.7","2,479.1","2,668.2",7.6
지배주주지분,"1,451.1","1,463.1","1,503.2","1,471.3","1,524.4",3.6
자본금,74.7,74.7,74.7,74.7,74.7,0.0
신종자본증권,,,,,,
자본잉여금,275.6,275.6,275.6,275.6,275.3,-0.1
기타자본,-61.6,-61.6,-61.6,-61.6,-61.6,0.0
기타포괄이익누계액,-83.4,-58.2,-45.5,-85.3,-66.6,21.9
이익잉여금,"1,245.8","1,232.7","1,260.1","1,267.9","1,302.6",2.7
*(지배)당기순이익,153.1,30.7,49.2,30.0,42.6,42.0
비지배주주지분,989.9,976.1,"1,024.5","1,007.8","1,143.8",13.5
*(비지배)당기순이익,40.1,30.8,44.1,20.1,45.7,126.9
수권주식수,"52,000","52,000","52,000","52,000","52,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"14,934","14,934","14,934","14,934","14,934",0
보통주,"14,934","14,934","14,934","14,934","14,934",0
우선주,,,,,,
