항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"22,634.4","20,334.1","22,053.6","24,698.8","25,757.5","27,096.7",4.3,5.2
유동자산,"11,391.0","9,484.6","9,939.4","11,159.4","11,705.2","13,573.3",4.9,16.0
재고자산,"2,061.9","1,315.2","1,719.3","1,733.5","1,366.1",,-21.2,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,105.6,42.4,53.4,,,,
기타포괄손익-공정가치측정금융자산,,0.5,0.4,0.0,1.1,,"11,200.0",
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,528.2,566.4,611.1,718.5,999.3,,39.1,
매출채권및기타채권,"7,061.3","5,945.1","5,914.8","6,752.6","7,179.0",,6.3,
당기법인세자산(선급법인세),0.0,0.1,0.2,0.1,0.7,,502.5,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,780.2,724.5,656.7,713.8,821.0,,15.0,
현금및현금성자산,959.4,827.2,994.7,"1,187.5","1,338.0",,12.7,
매각예정비유동자산및처분자산,,,,,,,,
비유동자산,"11,243.4","10,849.5","12,114.2","13,539.4","14,052.2",,3.8,
유형자산,"4,158.7","3,764.3","3,694.3","4,131.6","4,022.4",,-2.6,
무형자산,991.1,892.3,837.6,819.7,787.1,,-4.0,
비유동생물자산,,,,,,,,
투자부동산,"2,426.0","2,909.7","3,092.5","2,964.2","3,040.5",,2.6,
투자자산,"2,171.8","1,886.8","1,625.9","2,039.6","2,750.0",,34.8,
장기매출채권및기타채권,476.7,454.8,494.5,606.7,483.2,,-20.4,
이연법인세자산,891.0,812.6,855.3,920.1,937.9,,1.9,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,128.1,129.0,"1,514.2","2,057.4","2,031.1",,-1.3,
기타금융업자산,,,,,,,,
*순자산1,"4,654.3","4,467.3","4,550.1","4,863.0","6,133.8",,26.1,
*순자산2,"3,663.3","3,575.0","3,712.6","4,043.3","5,346.6",,32.2,
부채총계,"17,980.1","15,866.8","17,503.5","19,835.8","19,623.7","19,536.7",-1.1,-0.4
유동부채,"14,896.7","12,578.6","12,857.6","15,388.0","14,281.9","14,196.7",-7.2,-0.6
단기사채,,,,,,,,
단기차입금,"3,142.7","3,388.9","3,023.2","3,151.2","2,065.2",,-34.5,
유동성장기부채,"2,204.4","2,377.8","1,750.2","1,630.5","1,563.9",,-4.1,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,192.0,119.7,503.8,581.0,578.7,,-0.4,
매입채무및기타채무,"8,189.5","5,484.2","6,378.1","8,355.5","7,977.1",,-4.5,
유동종업원급여충당부채,,,,,,,,
단기충당부채,15.6,36.2,32.4,62.9,255.6,,306.6,
당기법인세부채(미지급법인세),8.4,6.3,76.7,369.1,383.3,,3.8,
계약부채,,0.7,1.3,2.6,6.3,,144.9,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,"1,144.2","1,164.8","1,091.9","1,235.1","1,451.9",,17.6,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,"3,083.4","3,288.2","4,646.0","4,447.8","5,341.8","5,336.7",20.1,-0.1
사채,"1,174.9",994.4,"1,546.6",399.3,800.0,,100.4,
장기차입금,16.1,355.5,114.9,519.3,"1,304.7",,151.2,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,113.7,117.5,"1,644.7","2,073.5","1,838.9",,-11.3,
장기매입채무및기타채무,679.8,771.1,200.1,149.6,156.6,,4.7,
비유동종업원급여충당부채,553.8,532.2,559.6,624.8,502.7,,-19.5,
장기충당부채,448.5,418.2,536.7,631.9,669.0,,5.9,
이연법인세부채,,,,,,,,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,35.5,36.1,41.5,61.0,,47.0,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,96.7,63.8,7.3,7.9,8.9,,11.8,
기타금융업부채,,,,,,,,
*이자발생부채,"6,538.1","7,116.6","8,181.2","8,000.2","7,857.7",,-1.8,
*순부채,"5,480.1","6,065.8","7,022.2","6,604.0","6,181.1","4,060.0",-6.4,-34.3
*CAPEX,450.9,387.5,173.3,169.2,179.7,95.0,6.3,-47.1
자본총계,"4,654.3","4,467.3","4,550.1","4,863.0","6,133.8","7,560.0",26.1,23.3
지배주주지분,"4,654.3","4,426.3","4,532.6","4,737.0","5,980.6","7,415.0",26.3,24.0
자본금,"1,276.8","1,276.8","1,276.8","1,276.8","1,276.8","1,280.0",0.0,0.3
신종자본증권,,,,,,,,
자본잉여금,"1,201.8","1,237.6","1,237.6",819.2,759.0,,-7.3,
기타자본,-21.6,-21.6,-21.2,-14.8,-14.5,,2.1,
기타포괄이익누계액,250.9,35.6,-90.2,-131.5,-123.9,,5.8,
이익잉여금,"1,946.3","1,897.9","2,129.6","2,787.2","4,083.1",,46.5,
*(지배)당기순이익,152.5,163.1,360.0,826.3,"1,387.4",,67.9,
비지배주주지분,,41.0,17.5,126.0,153.2,,21.6,
*(비지배)당기순이익,,-18.6,-24.1,-21.4,-17.8,,17.0,
수권주식수,"200,000","200,000","200,000","200,000","200,000",,0,
1주당금액,"5,000","5,000","5,000","5,000","5,000",,0,
발행주식수,"25,523","25,523","25,523","25,523","25,523",,0,
보통주,"25,210","25,210","25,210","25,210","25,210",,0,
우선주,313,313,313,313,313,,0,
