항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"1,960.9","2,054.3","2,016.3","2,062.5","2,417.1",17.2
유동자산,848.5,898.6,844.6,866.3,"1,225.4",41.5
재고자산,296.4,337.7,358.9,332.9,508.1,52.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,4.0,4.2,26.9,9.7,-63.9
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,67.6,44.6,1.1,51.3,37.2,-27.6
매출채권및기타채권,459.0,472.0,433.4,420.7,542.7,29.0
당기법인세자산(선급법인세),3.1,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,1.6,2.4,1.4,1.4,2.5,81.6
현금및현금성자산,20.8,37.9,45.5,33.2,125.2,277.4
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,112.4","1,155.7","1,171.8","1,196.2","1,191.7",-0.4
유형자산,619.5,585.4,564.4,529.1,506.0,-4.4
무형자산,,,,,,
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,489.3,566.6,603.6,663.4,681.9,2.8
장기매출채권및기타채권,3.6,3.7,3.9,3.7,3.8,2.5
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,"1,300.6","1,361.4","1,418.6","1,462.6","1,538.3",5.2
*순자산2,"1,300.6","1,361.4","1,418.6","1,462.6","1,538.3",5.2
부채총계,660.3,692.9,597.7,600.0,878.8,46.5
유동부채,612.3,628.9,528.6,546.6,825.2,51.0
단기사채,,,,,,
단기차입금,390.0,405.9,294.9,312.3,548.9,75.8
유동성장기부채,25.0,2.5,25.0,18.8,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,1.7,1.1,0.8,5.4,2.4,-54.9
매입채무및기타채무,167.6,203.7,196.7,200.3,242.8,21.3
유동종업원급여충당부채,,1.5,1.5,1.7,2.3,36.3
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,11.4,4.2,1.1,5.9,463.9
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,28.1,2.8,5.5,7.2,22.8,218.5
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,48.0,64.0,69.1,53.4,53.6,0.3
사채,,,,,,
장기차입금,,17.5,18.8,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,2.8,0.8,-72.9
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,,,5.1,4.6,1.0,-78.0
장기충당부채,,,,,,
이연법인세부채,48.0,46.5,45.3,46.0,51.8,12.6
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,415.0,425.9,339.1,335.9,551.7,64.3
*순부채,356.4,340.0,288.9,227.8,380.1,66.9
*CAPEX,65.5,57.7,66.1,20.3,30.7,51.3
자본총계,"1,300.6","1,361.4","1,418.6","1,462.6","1,538.3",5.2
지배주주지분,"1,300.6","1,361.4","1,418.6","1,462.6","1,538.3",5.2
자본금,72.0,72.0,72.0,72.0,72.0,0.0
신종자본증권,,,,,,
자본잉여금,30.8,30.8,30.8,30.8,30.8,0.0
기타자본,,,,,,
기타포괄이익누계액,6.3,4.8,5.5,3.5,12.0,242.5
이익잉여금,"1,191.5","1,253.8","1,310.3","1,356.3","1,423.6",5.0
*(지배)당기순이익,50.2,73.9,67.6,52.8,76.2,44.3
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"14,400","14,400","14,400","14,400","14,400",0
보통주,"14,400","14,400","14,400","14,400","14,400",0
우선주,,,,,,
