항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"36,883.7","34,739.1","36,185.7","37,081.3","39,662.8",7.0
유동자산,"14,339.2","12,555.3","13,203.5","13,519.7","14,228.2",5.2
재고자산,"2,394.3","1,772.3","2,331.1","2,157.6","1,823.7",-15.5
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,138.9,79.4,68.9,146.5,112.5
기타포괄손익-공정가치측정금융자산,,0.5,0.4,0.0,1.1,"9,380.4"
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,167.5,272.5,157.8,357.5,126.5
단기금융자산,742.6,481.9,493.9,715.7,624.3,-12.8
매출채권및기타채권,"8,884.4","7,793.6","7,510.8","8,097.5","8,573.3",5.9
당기법인세자산(선급법인세),0.5,0.3,0.2,0.1,0.7,494.3
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,941.2,816.9,744.5,753.3,854.8,13.5
현금및현금성자산,"1,376.2","1,383.3","1,770.6","1,568.7","1,846.3",17.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"22,544.5","22,183.7","22,982.3","23,561.6","25,434.6",8.0
유형자산,"4,981.6","4,917.5","4,876.3","4,790.3","4,695.6",-2.0
무형자산,"1,493.0","1,334.0","1,264.1","1,198.2","1,139.4",-4.9
비유동생물자산,,,,,,
투자부동산,"3,816.7","4,063.1","4,202.3","4,042.0","4,122.2",2.0
투자자산,"10,367.6","10,008.4","8,580.0","9,726.3","11,768.6",21.0
장기매출채권및기타채권,619.1,634.6,638.9,619.0,492.4,-20.4
이연법인세자산,"1,034.0",994.0,981.3,"1,033.9","1,063.2",2.8
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,232.6,232.2,"2,439.4","2,151.9","2,153.2",0.1
기타금융업자산,,,,,,
*순자산1,"9,029.4","8,292.1","7,219.0","8,590.3","10,513.8",22.4
*순자산2,"7,536.4","6,958.1","5,955.0","7,392.2","9,374.5",26.8
부채총계,"27,854.3","26,447.0","28,966.7","28,491.0","29,149.0",2.3
유동부채,"22,568.5","19,318.3","20,912.6","22,100.8","20,467.9",-7.4
단기사채,,,,,,
단기차입금,"7,555.0","7,727.1","7,628.2","7,287.4","5,826.6",-20.1
유동성장기부채,"3,880.5","3,132.5","3,448.7","2,886.5","2,463.5",-14.7
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,197.9,125.4,618.1,636.7,737.5,15.8
매입채무및기타채무,"9,696.7","7,203.7","7,869.2","9,494.4","9,193.5",-3.2
유동종업원급여충당부채,,,,,,
단기충당부채,18.2,44.7,45.5,75.7,281.3,271.4
당기법인세부채(미지급법인세),114.3,29.7,102.6,402.6,416.6,3.5
계약부채,,2.8,27.0,35.0,34.5,-1.4
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,"1,105.9","1,052.3","1,173.4","1,282.5","1,514.4",18.1
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,"5,285.8","7,128.7","8,054.2","6,390.2","8,681.1",35.9
사채,"1,823.8","2,376.3","2,442.2",898.3,"1,752.9",95.1
장기차입금,869.7,"2,074.5","1,242.6","1,319.3","2,954.7",124.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,114.3,129.3,"2,390.1","2,201.9","1,975.6",-10.3
장기매입채무및기타채무,811.8,889.6,305.8,244.8,251.4,2.7
비유동종업원급여충당부채,803.9,848.6,857.4,894.4,776.0,-13.2
장기충당부채,471.9,434.2,557.4,626.2,669.0,6.8
이연법인세부채,293.7,270.7,199.1,157.1,239.2,52.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,41.6,36.0,48.1,61.0,26.8
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,96.7,63.8,23.5,0.1,1.2,899.0
기타금융업부채,,,,,,
*이자발생부채,"14,128.9","15,310.4","17,353.9","14,850.2","15,292.8",3.0
*순부채,"12,612.1","13,620.2","15,231.1","13,054.7","12,941.3",-0.9
*CAPEX,625.8,576.3,323.7,227.4,234.9,3.3
자본총계,"9,029.4","8,292.1","7,219.0","8,590.3","10,513.8",22.4
지배주주지분,"7,546.9","7,077.5","5,912.0","7,209.1","8,791.6",21.9
자본금,656.9,685.1,685.1,685.1,685.1,0.0
신종자본증권,,,,,,
자본잉여금,"3,750.9","3,972.8","3,976.9","3,990.4","3,928.2",-1.6
기타자본,59.5,59.5,59.5,59.5,59.5,0.0
기타포괄이익누계액,514.1,140.2,-678.8,-743.4,-432.1,41.9
이익잉여금,"2,565.4","2,219.8","1,869.3","3,217.4","4,550.7",41.4
*(지배)당기순이익,862.1,-46.9,-265.9,"1,492.5","1,388.0",-7.0
비지배주주지분,"1,482.5","1,214.5","1,307.0","1,381.3","1,722.2",24.7
*(비지배)당기순이익,123.1,1.7,43.7,173.6,316.0,82.1
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"13,138","13,703","13,703","13,703","13,703",0
보통주,"12,061","12,626","12,626","12,626","12,626",0
우선주,"1,076","1,076","1,076","1,076","1,076",0
