항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"4,896.5","7,470.4","8,125.8","9,250.6","10,708.9",15.8
유동자산,"1,735.4","2,474.2","2,669.8","3,262.8","4,022.1",23.3
재고자산,335.1,440.5,444.2,476.8,689.6,44.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,112.2,193.3,66.4,"1,215.8","1,731.6"
기타포괄손익-공정가치측정금융자산,,29.2,140.2,27.5,19.9,-27.8
상각후원가측정유가증권,,0.0,0.0,,,
상각후원가측정금융자산,,,,,,
단기금융자산,421.7,"1,065.5","1,023.9","1,524.1",761.6,-50.0
매출채권및기타채권,759.8,527.8,689.1,790.9,850.1,7.5
당기법인세자산(선급법인세),,,,,0.8,
계약자산,,,,,,
반품(환불)자산,,41.1,51.7,64.3,31.1,-51.7
배출권,,,,,,
기타유동자산,37.7,31.8,48.9,58.5,55.9,-4.5
현금및현금성자산,181.1,226.0,78.5,254.3,397.4,56.3
매각예정비유동자산및처분자산,,,,,,
비유동자산,"3,161.1","4,996.1","5,455.9","5,987.9","6,686.8",11.7
유형자산,585.7,589.1,338.8,283.4,531.5,87.5
무형자산,15.0,14.0,12.4,19.0,20.3,7.1
비유동생물자산,,,,,,
투자부동산,204.6,202.2,627.6,894.4,941.6,5.3
투자자산,"2,310.6","4,145.3","4,398.7","4,754.0","5,145.7",8.2
장기매출채권및기타채권,5.7,0.6,0.5,0.5,0.4,-17.4
이연법인세자산,39.5,43.9,34.7,20.4,25.4,24.4
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,1.0,43.2,16.0,21.8,36.0
기타금융업자산,,,,,,
*순자산1,"3,578.2","6,094.6","6,736.9","7,609.1","8,867.4",16.5
*순자산2,"3,563.2","6,080.6","6,724.4","7,590.1","8,847.0",16.6
부채총계,"1,318.3","1,375.8","1,388.9","1,641.5","1,841.5",12.2
유동부채,857.5,900.8,948.4,"1,194.4","1,365.9",14.4
단기사채,,,,,,
단기차입금,,,3.9,2.3,2.6,16.7
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,0.6,0.2,9.3,347.2,357.2,2.9
매입채무및기타채무,649.6,579.4,548.6,336.3,422.1,25.5
유동종업원급여충당부채,,,,,,
단기충당부채,87.6,67.6,31.8,35.0,46.6,32.9
당기법인세부채(미지급법인세),92.2,151.1,237.4,318.5,385.8,21.1
계약부채,,,,,,
반품(환불)부채,,71.9,94.9,113.2,52.2,-53.9
배출부채,,,,,,
기타유동부채,27.5,30.5,22.6,41.8,99.5,137.9
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,460.8,475.0,440.5,447.1,475.6,6.4
사채,,,,,,
장기차입금,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,10.4,10.4,19.3,18.6,49.9,168.8
장기매입채무및기타채무,,,,,,
비유동종업원급여충당부채,26.7,55.0,,30.7,31.9,4.0
장기충당부채,,,,,,
이연법인세부채,423.7,409.6,421.2,397.9,393.8,-1.0
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,,,21.6,16.9,22.2,31.3
*순부채,-602.8,"-1,100.8","-1,082.3","-1,840.0","-2,359.8",-28.3
*CAPEX,134.0,34.8,90.9,22.5,257.4,"1,042.8"
자본총계,"3,578.2","6,094.6","6,736.9","7,609.1","8,867.4",16.5
지배주주지분,"3,578.2","6,094.6","6,736.9","7,609.1","8,867.4",16.5
자본금,26.6,35.6,35.6,35.6,35.6,0.0
신종자본증권,,,,,,
자본잉여금,347.3,"2,239.2","2,239.2","2,239.2","2,239.2",0.0
기타자본,"-6,780.5","-6,783.4","-6,763.4","-6,763.4","-6,763.4",0.0
기타포괄이익누계액,9.6,-8.1,15.1,29.0,39.4,35.6
이익잉여금,"9,975.2","10,611.3","11,210.4","12,068.7","13,316.6",10.3
*(지배)당기순이익,"4,469.6",845.7,794.3,"1,067.1","1,448.3",35.7
비지배주주지분,,,,,,
*(비지배)당기순이익,50.2,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,100,100,0
발행주식수,"5,316","7,112","7,112","35,562","35,562",0
보통주,"5,316","7,112","7,112","35,562","35,562",0
우선주,,,,,,
