항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"4,163.9","4,244.2","4,647.3","4,253.5","3,838.9",-9.8
유동자산,"1,872.5","2,015.0","2,037.4","2,004.2","1,770.5",-11.7
재고자산,40.2,48.1,59.1,37.0,38.4,3.8
유동생물자산,116.7,95.3,51.5,57.3,52.7,-8.0
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,0.2,0.2,2.0,0.1,-95.7
상각후원가측정금융자산,,,,,,
단기금융자산,712.8,741.0,803.9,50.7,95.5,88.2
매출채권및기타채권,760.5,924.0,898.4,481.2,519.8,8.0
당기법인세자산(선급법인세),1.3,0.6,0.1,2.5,0.0,-99.0
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,46.1,47.1,8.3,8.5,4.1,-51.5
현금및현금성자산,194.7,158.5,216.0,"1,273.8","1,059.8",-16.8
매각예정비유동자산및처분자산,,,,91.1,,
비유동자산,"2,291.4","2,229.2","2,609.9","2,249.3","2,068.4",-8.0
유형자산,"1,830.5","1,783.1","1,697.9","1,473.7","1,400.5",-5.0
무형자산,47.3,45.5,86.9,76.4,67.2,-12.0
비유동생물자산,,,28.1,22.5,19.2,-14.4
투자부동산,172.9,167.0,165.1,163.2,161.3,-1.2
투자자산,217.8,211.9,215.1,180.9,187.8,3.8
장기매출채권및기타채권,,,,,,
이연법인세자산,6.6,9.5,7.1,24.5,7.9,-67.6
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,16.2,12.2,409.6,308.2,224.5,-27.2
기타금융업자산,,,,,,
*순자산1,"3,157.9","3,191.2","3,230.3","2,725.3","2,900.7",6.4
*순자산2,"3,110.6","3,145.7","3,143.5","2,649.0","2,833.5",7.0
부채총계,"1,006.0","1,053.0","1,416.9","1,528.2",938.1,-38.6
유동부채,493.5,477.6,497.1,843.2,396.0,-53.0
단기사채,,,,,,
단기차입금,,,,300.0,,
유동성장기부채,1.3,1.3,90.4,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,75.7,74.3,-1.9
매입채무및기타채무,453.7,466.5,388.3,342.2,312.0,-8.8
유동종업원급여충당부채,,,,,,
단기충당부채,,,,113.4,,
당기법인세부채(미지급법인세),35.0,7.5,16.4,9.5,4.6,-51.1
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,3.5,2.4,2.0,2.5,5.1,104.5
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,512.5,575.3,919.8,685.0,542.1,-20.9
사채,,,,,,
장기차입금,1.3,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,314.9,202.7,130.1,-35.8
장기매입채무및기타채무,11.2,12.6,13.2,10.7,11.1,4.2
비유동종업원급여충당부채,292.4,367.2,367.3,471.6,380.0,-19.4
장기충당부채,73.6,77.9,118.4,,,
이연법인세부채,134.0,117.5,106.1,,20.9,
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,2.5,1.3,405.3,578.5,204.4,-64.7
*순부채,-905.0,-898.5,-614.8,-748.1,-951.0,-27.1
*CAPEX,133.9,110.2,108.4,74.1,82.6,11.5
자본총계,"3,157.9","3,191.2","3,230.3","2,725.3","2,900.7",6.4
지배주주지분,"3,157.9","3,191.2","3,230.3","2,725.3","2,900.7",6.4
자본금,158.3,158.3,158.3,158.3,158.3,0.0
신종자본증권,,,,,,
자본잉여금,78.7,78.7,78.7,78.7,78.7,0.0
기타자본,-3.4,-3.4,-3.4,-3.4,-3.4,-0.3
기타포괄이익누계액,438.8,407.7,405.8,391.3,362.9,-7.3
이익잉여금,"2,485.5","2,549.9","2,591.0","2,100.5","2,304.2",9.7
*(지배)당기순이익,223.8,188.4,162.6,-474.6,32.5,106.8
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"10,000","10,000","10,000","100,000","100,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"3,166","3,166","3,166","3,166","3,166",0
보통주,"3,166","3,166","3,166","3,166","3,166",0
우선주,,,,,,
