항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"8,734.1","8,037.0","4,309.6","2,867.8","2,473.0",-13.8
유동자산,"1,156.8","1,083.5",938.1,590.9,552.6,-6.5
재고자산,199.8,188.1,77.2,75.5,68.2,-9.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,73.8,72.1,84.4,214.9,6.1,-97.2
매출채권및기타채권,578.3,600.6,114.8,25.6,62.6,144.3
당기법인세자산(선급법인세),0.2,0.3,0.0,0.9,0.4,-51.5
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,104.9,69.8,269.7,224.9,33.4,-85.2
현금및현금성자산,199.7,152.7,136.6,49.1,381.9,677.4
매각예정비유동자산및처분자산,,,255.4,,,
비유동자산,"7,577.3","6,953.4","3,371.5","2,276.8","1,920.4",-15.7
유형자산,"5,604.1","4,927.1","2,389.1","1,797.5","1,421.7",-20.9
무형자산,9.5,9.0,6.8,2.7,0.5,-82.8
비유동생물자산,,,,,,
투자부동산,656.0,703.5,16.3,139.6,154.1,10.4
투자자산,"1,091.9","1,101.8",803.0,234.5,282.3,20.4
장기매출채권및기타채권,91.8,93.1,72.7,51.5,33.2,-35.7
이연법인세자산,,,0.7,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,124.1,118.9,82.9,50.9,28.5,-44.0
기타금융업자산,,,,,,
*순자산1,"1,359.8",731.5,309.2,-262.8,"1,029.4",491.6
*순자산2,"1,350.3",722.5,302.4,-265.5,"1,028.9",487.5
부채총계,"7,374.3","7,305.5","4,000.4","3,130.6","1,443.6",-53.9
유동부채,"3,235.0","3,124.9","2,023.5","1,528.2",266.7,-82.5
단기사채,,98.4,,,0.3,
단기차입금,"1,434.1","1,486.2",442.9,125.3,,
유동성장기부채,794.2,465.8,545.0,522.7,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,51.2,288.8,346.4,99.5,-71.3
매입채무및기타채무,973.4,"1,004.5",435.0,323.9,153.4,-52.6
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),3.9,2.5,17.3,0.0,0.3,675.8
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,29.5,16.3,270.3,209.9,13.1,-93.7
매각예정으로분류된처분자산에포함된부채,,,24.3,,,
비유동부채,"4,139.2","4,180.6","1,977.0","1,602.4","1,176.9",-26.6
사채,86.6,231.2,35.7,16.4,,
장기차입금,379.6,257.9,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,49.9,3.3,"1,810.9","1,512.5","1,072.3",-29.1
장기매입채무및기타채무,"3,224.2","3,286.5",4.5,,,
비유동종업원급여충당부채,183.4,176.8,57.2,52.6,58.0,10.4
장기충당부채,,,,,0.3,
이연법인세부채,215.5,215.3,59.7,13.4,46.3,245.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,9.5,9.0,7.6,,
기타금융업부채,,,,,,
*이자발생부채,"2,694.5","2,539.6","3,119.4","2,522.9","1,171.7",-53.6
*순부채,"2,442.7","2,338.6","2,945.9","2,294.5",785.2,-65.8
*CAPEX,464.9,112.4,3.4,1.7,32.6,"1,797.6"
자본총계,"1,359.8",731.5,309.2,-262.8,"1,029.4",491.6
지배주주지분,"1,359.8",731.5,309.2,-262.8,"1,029.4",491.6
자본금,638.6,878.2,560.6,583.7,"1,202.1",106.0
신종자본증권,,,,,,
자본잉여금,477.7,512.1,527.6,527.2,966.0,83.2
기타자본,-26.7,-26.7,-23.9,-23.9,-3.5,85.5
기타포괄이익누계액,-220.3,-234.2,-300.2,-386.3,-333.9,13.6
이익잉여금,490.6,-397.9,-454.9,-963.5,-801.4,16.8
*(지배)당기순이익,-619.9,-865.4,-513.6,-508.8,164.4,132.3
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"400,000","400,000","400,000","400,000","600,000",50
1주당금액,500,500,500,500,500,0
발행주식수,"127,713","175,643","112,112","116,733","240,425",106
보통주,"127,713","175,643","112,112","116,733","240,425",106
우선주,,,,,,
