항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"1,681.1","2,097.1","2,036.0","2,186.8","2,852.5",30.4
유동자산,"1,232.7","1,539.2","1,332.1","1,343.6","1,375.2",2.4
재고자산,214.1,725.0,264.6,232.5,,
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,80.0,19.4,46.3,26.6,19.2,-28.0
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,114.3,40.6,99.4,209.3,132.9,-36.5
매출채권및기타채권,489.5,429.8,435.9,440.2,667.1,51.5
당기법인세자산(선급법인세),0.5,4.9,2.6,5.4,5.6,4.8
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,19.5,35.5,117.7,16.1,89.5,457.3
현금및현금성자산,314.8,283.9,365.5,413.5,460.8,11.4
매각예정비유동자산및처분자산,,,,,,
비유동자산,448.4,557.9,703.8,843.3,"1,477.3",75.2
유형자산,79.1,117.9,99.6,87.2,81.2,-6.9
무형자산,192.6,187.1,218.7,179.4,268.9,49.9
비유동생물자산,,,,,,
투자부동산,42.2,41.5,,54.5,431.2,691.1
투자자산,94.8,200.6,236.8,381.6,466.0,22.1
장기매출채권및기타채권,,,16.9,15.7,17.7,12.9
이연법인세자산,11.2,10.7,15.9,21.9,26.4,20.7
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,28.5,,116.0,103.0,185.8,80.5
기타금융업자산,,,,,,
*순자산1,"1,043.0","1,033.4","1,241.3","1,288.0","1,441.2",11.9
*순자산2,850.4,846.2,"1,022.6","1,108.6","1,172.3",5.8
부채총계,638.1,"1,063.8",794.7,898.8,"1,411.3",57.0
유동부채,532.4,"1,000.1",482.2,790.5,"1,015.8",28.5
단기사채,,,,,,
단기차입금,233.3,164.8,80.5,351.1,388.0,10.5
유동성장기부채,0.6,1.7,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,35.9,37.6,37.9,0.9
매입채무및기타채무,212.5,252.3,260.5,219.3,331.3,51.1
유동종업원급여충당부채,,,,,,
단기충당부채,3.0,3.2,1.3,1.2,4.3,252.1
당기법인세부채(미지급법인세),10.1,30.6,7.9,13.3,23.5,77.4
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,72.8,547.5,96.0,168.1,230.8,37.3
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,105.7,63.6,312.5,108.3,395.5,265.1
사채,,,,,,
장기차입금,21.8,24.4,158.0,,190.3,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,83.2,63.9,93.1,45.7
장기매입채무및기타채무,45.4,14.5,17.5,1.2,39.8,"3,105.8"
비유동종업원급여충당부채,21.2,18.1,38.0,22.2,28.5,28.2
장기충당부채,,,,,,
이연법인세부채,17.4,6.6,15.8,21.0,43.8,108.5
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,255.7,190.9,357.7,452.6,707.8,56.4
*순부채,-253.4,-153.1,-153.5,-113.8,162.3,242.6
*CAPEX,14.2,44.0,21.4,14.3,15.6,9.3
자본총계,"1,043.0","1,033.4","1,241.3","1,288.0","1,441.2",11.9
지배주주지분,993.2,983.2,"1,180.9","1,193.2","1,327.3",11.2
자본금,54.3,54.8,54.8,54.8,54.8,0.0
신종자본증권,,,,,,
자본잉여금,410.2,469.5,469.5,469.5,469.5,0.0
기타자본,-116.7,-168.3,-173.9,-219.0,-214.1,2.2
기타포괄이익누계액,-13.4,-10.2,-2.6,-15.7,7.9,150.3
이익잉여금,658.8,637.4,833.2,903.6,"1,009.3",11.7
*(지배)당기순이익,89.5,69.7,223.4,93.0,145.2,56.1
비지배주주지분,49.7,50.2,60.3,94.8,113.9,20.2
*(비지배)당기순이익,7.5,1.7,10.7,10.6,14.9,40.2
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"10,868","10,958","10,958","10,958","10,958",0
보통주,"10,868","10,958","10,958","10,958","10,958",0
우선주,,,,,,
