항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"5,499.5","5,810.3","6,199.3","6,290.7","6,804.6",8.2
유동자산,"3,213.0","2,850.6","2,658.5","2,437.2","2,983.1",22.4
재고자산,294.3,367.8,365.9,302.0,538.0,78.2
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,519.7,434.1,566.1,659.9,691.1,4.7
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,614.7,344.5,118.2,168.6,116.8,-30.8
매출채권및기타채권,704.8,621.8,669.0,881.9,900.6,2.1
당기법인세자산(선급법인세),,,16.0,2.8,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,123.7,217.3,172.6,197.5,240.4,21.7
현금및현금성자산,934.5,865.1,342.5,224.5,496.3,121.0
매각예정비유동자산및처분자산,21.2,,408.2,,,
비유동자산,"2,286.5","2,959.7","3,540.8","3,853.5","3,821.5",-0.8
유형자산,719.4,"1,390.2","1,388.4","1,443.7","1,509.9",4.6
무형자산,106.7,106.7,487.6,469.6,450.0,-4.2
비유동생물자산,,,,,,
투자부동산,289.7,285.7,281.8,282.0,277.9,-1.4
투자자산,"1,016.1",690.8,760.1,773.2,743.4,-3.9
장기매출채권및기타채권,148.5,478.2,580.9,829.5,786.2,-5.2
이연법인세자산,,,5.9,7.1,6.9,-3.5
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,6.1,8.1,36.1,48.3,47.2,-2.4
기타금융업자산,,,,,,
*순자산1,"4,796.0","5,098.0","5,181.3","5,180.1","5,525.4",6.7
*순자산2,"4,689.3","4,991.3","4,693.7","4,710.5","5,075.4",7.8
부채총계,703.5,712.4,"1,018.0","1,110.7","1,279.2",15.2
유동부채,524.2,587.5,811.4,898.0,"1,080.5",20.3
단기사채,,,,,,
단기차입금,,,370.0,370.0,530.0,43.2
유동성장기부채,23.4,23.4,23.4,23.4,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,11.6,24.2,17.1,-29.2
매입채무및기타채무,490.5,389.9,382.9,442.1,392.8,-11.1
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),10.3,131.8,6.1,12.1,124.8,927.8
계약부채,,38.5,16.5,21.4,13.7,-36.1
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,0.0,3.8,0.9,4.8,2.1,-56.0
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,179.3,124.9,206.6,212.7,198.7,-6.6
사채,,,,,,
장기차입금,74.1,50.7,27.3,3.9,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,13.1,29.3,26.4,-10.1
장기매입채무및기타채무,,,21.0,20.4,20.4,0.0
비유동종업원급여충당부채,20.5,20.6,5.0,1.3,,
장기충당부채,,,,,,
이연법인세부채,84.7,53.6,140.2,157.7,151.9,-3.7
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,97.5,74.1,445.3,431.4,555.6,28.8
*순부채,"-1,831.6","-1,473.7",-515.4,-526.2,-714.5,-35.8
*CAPEX,7.4,279.2,27.1,115.5,195.3,69.1
자본총계,"4,796.0","5,098.0","5,181.3","5,180.1","5,525.4",6.7
지배주주지분,"4,796.0","5,098.0","5,180.5","5,179.3","5,525.4",6.7
자본금,80.0,80.0,80.0,80.0,80.0,0.0
신종자본증권,,,,,,
자본잉여금,31.0,31.0,31.0,31.0,30.6,-1.2
기타자본,,,,,-29.9,
기타포괄이익누계액,1.8,-19.0,27.1,23.5,44.1,88.1
이익잉여금,"4,683.2","5,005.9","5,042.4","5,044.8","5,400.5",7.0
*(지배)당기순이익,265.1,404.0,103.1,76.7,445.3,480.9
비지배주주지분,0.0,0.0,0.8,0.8,0.0,-100.0
*(비지배)당기순이익,0.0,0.0,0.0,0.0,0.0,-99.9
수권주식수,"40,000","40,000","40,000","40,000","40,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"16,000","16,000","16,000","16,000","16,000",0
보통주,"16,000","16,000","16,000","16,000","16,000",0
우선주,,,,,,
