항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
자산총계,"1,918.5","2,947.3","3,305.9","2,911.0","3,301.6","3,673.5",13.4,11.3
유동자산,"1,189.8","1,774.0","1,966.6","1,765.9","2,097.8","2,468.5",18.8,17.7
재고자산,230.1,483.5,576.9,459.9,625.3,,36.0,
유동생물자산,,,,,,,,
당기손익-공정가치측정금융자산,,,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,,,
상각후원가측정유가증권,,,,,,,,
상각후원가측정금융자산,,,,,,,,
단기금융자산,176.6,247.7,160.8,183.9,54.5,,-70.4,
매출채권및기타채권,399.7,785.0,997.9,719.2,733.4,,2.0,
당기법인세자산(선급법인세),2.7,6.1,6.6,0.2,4.2,,"2,505.9",
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타유동자산,85.4,86.8,37.6,21.1,26.8,,27.0,
현금및현금성자산,267.5,161.1,183.1,381.7,653.7,,71.3,
매각예정비유동자산및처분자산,27.7,3.7,3.8,,,,,
비유동자산,728.7,"1,173.4","1,339.3","1,145.1","1,203.8",,5.1,
유형자산,458.0,757.0,778.9,875.5,685.0,,-21.8,
무형자산,57.0,168.3,48.5,38.3,34.7,,-9.3,
비유동생물자산,,,,,,,,
투자부동산,144.3,143.3,172.7,,165.1,,,
투자자산,49.8,85.2,90.3,91.0,126.4,,38.9,
장기매출채권및기타채권,14.6,12.7,31.3,20.4,58.1,,184.7,
이연법인세자산,3.0,2.1,1.7,12.4,14.6,,17.8,
장기당기법인세자산,,,,,,,,
계약자산,,,,,,,,
반품(환불)자산,,,,,,,,
배출권,,,,,,,,
기타비유동자산,1.9,4.8,215.8,107.5,119.9,,11.5,
기타금융업자산,,,,,,,,
*순자산1,"1,250.4","1,380.9","1,422.3","1,224.3","1,470.1",,20.1,
*순자산2,"1,193.4","1,212.6","1,373.8","1,186.1","1,435.5",,21.0,
부채총계,668.1,"1,566.4","1,883.6","1,686.6","1,831.5","1,905.5",8.6,4.0
유동부채,584.3,"1,315.0","1,559.3","1,351.6","1,482.0","1,553.5",9.7,4.8
단기사채,,,,,,,,
단기차입금,213.0,759.7,848.9,745.7,809.0,,8.5,
유동성장기부채,47.3,45.6,101.1,94.2,14.5,,-84.6,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
유동금융부채,1.6,5.3,4.7,1.0,0.2,,-77.9,
매입채무및기타채무,220.3,390.6,491.0,456.2,567.3,,24.4,
유동종업원급여충당부채,,,,,,,,
단기충당부채,65.0,3.9,5.1,6.6,10.9,,65.0,
당기법인세부채(미지급법인세),35.6,93.0,83.4,44.3,65.9,,48.8,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타유동부채,1.4,16.9,25.0,3.6,14.1,,291.0,
매각예정으로분류된처분자산에포함된부채,,,,,,,,
비유동부채,83.8,251.4,324.3,335.1,349.5,352.0,4.3,0.7
사채,,,,,,,,
장기차입금,45.6,180.0,95.0,198.0,194.0,,-2.0,
당기손익-공정가치측정금융부채,,,,,,,,
상각후원가측정금융부채,,,,,,,,
비유동금융부채,0.3,3.5,171.9,84.7,87.2,,2.9,
장기매입채무및기타채무,4.0,2.8,5.4,5.1,6.1,,19.6,
비유동종업원급여충당부채,13.4,25.3,29.6,32.3,22.9,,-29.1,
장기충당부채,,,,,1.0,,,
이연법인세부채,20.5,39.7,22.3,15.0,38.3,,155.3,
장기당기법인세부채(미지급법인세),,,,,,,,
계약부채,,,,,,,,
반품(환불)부채,,,,,,,,
배출부채,,,,,,,,
기타비유동부채,,,,,,,,
기타금융업부채,,,,,,,,
*이자발생부채,305.9,985.3,"1,216.8","1,122.6","1,104.7",,-1.6,
*순부채,-135.1,585.5,879.7,557.2,396.8,228.5,-28.8,-42.4
*CAPEX,31.6,49.1,87.1,45.1,42.9,105.0,-4.8,144.5
자본총계,"1,250.4","1,380.9","1,422.3","1,224.3","1,470.1","1,768.0",20.1,20.3
지배주주지분,"1,250.3","1,369.4","1,416.4","1,212.5","1,455.9","1,751.0",20.1,20.3
자본금,140.0,140.0,140.0,140.0,140.0,140.0,0.0,0.0
신종자본증권,,,,,,,,
자본잉여금,322.3,322.3,322.3,321.2,343.1,,6.8,
기타자본,-30.9,-30.8,-29.9,-27.8,2.6,,109.2,
기타포괄이익누계액,-60.6,-59.3,-47.5,-62.8,-41.1,,34.6,
이익잉여금,879.5,997.2,"1,031.6",841.9,"1,011.3",,20.1,
*(지배)당기순이익,89.9,152.7,68.2,-157.3,191.7,,221.8,
비지배주주지분,0.1,11.5,6.0,11.9,14.2,,19.9,
*(비지배)당기순이익,-2.7,-3.3,-5.7,-7.0,-0.3,,95.2,
수권주식수,"80,000","80,000","80,000","80,000","80,000",,0,
1주당금액,500,500,500,500,500,,0,
발행주식수,"24,200","24,200","24,200","24,200","24,200",,0,
보통주,"24,200","24,200","24,200","24,200","24,200",,0,
우선주,,,,,,,,
