항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,456.1","2,537.6","2,494.6","2,579.7","2,706.8",4.9
유동자산,"1,303.5","1,371.0","1,311.2","1,335.3","1,525.2",14.2
재고자산,331.1,315.4,287.3,326.3,511.3,56.7
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,16.6,12.6,12.7,0.6
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,2.2,,0.0,0.1,274.2
상각후원가측정금융자산,,,,,,
단기금융자산,232.2,292.4,312.7,313.2,383.4,22.4
매출채권및기타채권,491.1,530.5,447.3,557.7,540.5,-3.1
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,0.7,34.0,0.9,2.4,1.9,-21.2
현금및현금성자산,248.4,196.6,246.4,123.0,75.4,-38.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,152.5","1,166.5","1,183.4","1,244.5","1,181.6",-5.1
유형자산,"1,047.8","1,035.3",935.4,880.5,889.4,1.0
무형자산,6.3,6.3,6.3,6.3,6.3,0.0
비유동생물자산,,,,,,
투자부동산,,,49.5,48.8,48.2,-1.4
투자자산,97.6,124.2,130.6,252.3,182.2,-27.8
장기매출채권및기타채권,0.9,0.8,61.6,56.6,55.5,-1.8
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,"1,949.5","2,046.6","2,099.5","2,127.6","2,187.3",2.8
*순자산2,"1,943.3","2,040.3","2,093.2","2,121.3","2,181.0",2.8
부채총계,506.5,491.0,395.2,452.2,519.5,14.9
유동부채,460.7,435.5,344.9,403.5,477.6,18.4
단기사채,,,,,,
단기차입금,53.0,53.0,50.5,,,
유동성장기부채,,,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,,,,
매입채무및기타채무,386.9,353.0,278.8,387.1,458.1,18.3
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),16.6,28.8,14.7,15.4,18.7,21.7
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,4.2,0.7,0.9,0.9,0.7,-21.4
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,45.9,55.5,50.3,48.7,42.0,-13.9
사채,,,,,,
장기차입금,3.5,0.5,,,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,,,,
장기매입채무및기타채무,10.5,12.2,14.3,15.5,16.3,5.4
비유동종업원급여충당부채,19.3,29.5,22.4,23.9,13.2,-44.6
장기충당부채,0.9,0.8,0.8,0.6,0.6,10.9
이연법인세부채,11.7,12.4,12.8,8.7,11.7,34.4
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,56.4,53.5,50.5,,,
*순부채,-422.0,-435.3,-522.5,-445.7,-468.2,-5.1
*CAPEX,32.8,38.7,44.5,12.8,73.7,475.9
자본총계,"1,949.5","2,046.6","2,099.5","2,127.6","2,187.3",2.8
지배주주지분,"1,949.5","2,046.6","2,099.5","2,127.6","2,187.3",2.8
자본금,200.0,200.0,200.0,200.0,200.0,0.0
신종자본증권,,,,,,
자본잉여금,655.7,655.7,655.7,655.7,655.7,0.0
기타자본,,,-3.4,-7.5,-7.5,0.0
기타포괄이익누계액,-4.4,7.0,5.3,3.6,7.9,120.4
이익잉여금,"1,098.2","1,183.8","1,241.9","1,275.8","1,331.1",4.3
*(지배)당기순이익,110.0,119.3,104.3,81.2,88.0,8.4
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"100,000","100,000","100,000","100,000","100,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"40,000","40,000","40,000","40,000","40,000",0
보통주,"40,000","40,000","40,000","40,000","40,000",0
우선주,,,,,,
