항목,"2017/12
(GAAP개별)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)",2021/12
자산총계,923.8,"1,377.4","2,784.8","4,132.9","5,443.5"
유동자산,826.0,"1,192.5","1,771.9","2,055.5","3,224.9"
재고자산,7.5,7.3,7.2,362.0,294.8
유동생물자산,,,,,
당기손익-공정가치측정금융자산,,,,198.0,617.6
기타포괄손익-공정가치측정금융자산,,,,,
상각후원가측정유가증권,,,,,
상각후원가측정금융자산,,,,515.1,707.9
단기금융자산,200.0,429.4,456.3,125.5,78.5
매출채권및기타채권,385.2,343.9,439.2,313.8,292.9
당기법인세자산(선급법인세),,,,,
계약자산,,,,46.1,89.1
반품(환불)자산,,,,,
배출권,,,,,
기타유동자산,138.3,214.9,332.0,220.0,143.6
현금및현금성자산,94.9,197.0,537.1,274.9,"1,000.5"
매각예정비유동자산및처분자산,,,,,
비유동자산,97.9,185.0,"1,012.9","2,077.4","2,218.5"
유형자산,18.6,14.4,21.7,27.2,36.6
무형자산,9.0,44.6,51.9,44.8,42.3
비유동생물자산,,,,,
투자부동산,,,696.0,"1,292.5","1,349.3"
투자자산,16.7,23.5,39.9,113.6,127.1
장기매출채권및기타채권,33.1,26.6,57.4,4.5,3.9
이연법인세자산,13.6,24.2,36.0,52.9,73.0
장기당기법인세자산,,,,,
계약자산,,,,,
반품(환불)자산,,,,,
배출권,,,,,
기타비유동자산,6.9,51.8,109.9,541.7,586.5
기타금융업자산,,,,,
*순자산1,273.8,382.2,"1,451.4","1,625.4","3,083.5"
*순자산2,264.9,337.6,"1,399.4","1,580.6","3,041.2"
부채총계,650.0,995.3,"1,333.5","2,507.4","2,360.0"
유동부채,385.0,558.9,915.0,"1,586.5","1,205.5"
단기사채,,,,,
단기차입금,,4.7,,120.0,
유동성장기부채,,3.8,,540.7,48.1
당기손익-공정가치측정금융부채,,,,,
상각후원가측정금융부채,,,,,
유동금융부채,,,16.1,1.6,14.0
매입채무및기타채무,135.7,265.5,302.3,384.3,454.6
유동종업원급여충당부채,,,,,
단기충당부채,,6.1,4.6,4.0,9.3
당기법인세부채(미지급법인세),16.8,28.8,26.5,53.8,97.3
계약부채,,,,477.6,579.7
반품(환불)부채,,,,,
배출부채,,,,,
기타유동부채,232.4,249.9,565.4,4.4,2.6
매각예정으로분류된처분자산에포함된부채,,,,,
비유동부채,265.0,436.4,418.5,921.0,"1,154.5"
사채,,,,,
장기차입금,2.8,11.9,2.8,2.8,2.8
당기손익-공정가치측정금융부채,,,,,
상각후원가측정금융부채,,,,,
비유동금융부채,,,16.7,396.4,390.5
장기매입채무및기타채무,,,,13.0,
비유동종업원급여충당부채,9.2,39.3,65.6,83.2,72.8
장기충당부채,37.0,16.3,15.1,24.7,46.0
이연법인세부채,,,,,
장기당기법인세부채(미지급법인세),,,,,
계약부채,,,,400.9,642.4
반품(환불)부채,,,,,
배출부채,,,,,
기타비유동부채,216.0,368.9,318.3,,
기타금융업부채,,,,,
*이자발생부채,2.8,20.4,35.6,"1,059.6",429.4
*순부채,-292.1,-176.6,-951.5,71.6,"-1,896.6"
*CAPEX,5.2,6.8,13.5,13.7,18.5
자본총계,273.8,382.2,"1,451.4","1,625.4","3,083.5"
지배주주지분,273.8,382.2,"1,451.4","1,625.4","3,040.3"
자본금,111.2,111.2,267.8,267.8,387.8
신종자본증권,,,,,
자본잉여금,10.2,10.2,804.2,804.2,"1,777.3"
기타자본,,,,,
기타포괄이익누계액,,,,,
이익잉여금,152.5,260.8,379.3,553.4,875.2
*(지배)당기순이익,84.1,107.2,124.3,209.1,365.4
비지배주주지분,,,,,43.1
*(비지배)당기순이익,,,,,-0.0
수권주식수,"8,000","100,000","100,000","100,000","100,000"
1주당금액,"5,000","5,000","1,000","1,000","1,000"
발행주식수,"2,224","2,224","26,783","26,783","38,783"
보통주,"2,224","2,224","26,783","26,783","38,783"
우선주,,,,,
