항목,2017/12,2018/12,2019/12,2020/12,2021/12,전년대비
자산총계,"5,992.8","6,001.0","6,054.7","5,892.8","5,776.9",-2.0
유동자산,"2,383.4","1,884.6","2,364.8","2,370.8","2,323.0",-2.0
재고자산,142.3,307.0,308.1,320.3,335.0,4.6
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,0.3,20.1,0.0,0.3,928.3
상각후원가측정금융자산,,,,,,
단기금융자산,"1,173.1",485.6,958.3,834.8,916.0,9.7
매출채권및기타채권,852.7,802.7,707.0,681.0,517.3,-24.0
당기법인세자산(선급법인세),,2.5,1.5,2.1,1.5,-28.8
계약자산,,54.1,103.9,135.3,185.0,36.8
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,17.9,13.2,24.5,20.5,23.4,14.2
현금및현금성자산,197.4,219.3,241.3,208.7,176.7,-15.3
매각예정비유동자산및처분자산,,,,168.2,167.8,-0.2
비유동자산,"3,609.4","4,116.4","3,689.9","3,522.0","3,454.0",-1.9
유형자산,"1,772.6","1,867.9","1,704.9","1,443.4","1,347.9",-6.6
무형자산,134.6,98.2,72.6,65.6,58.7,-10.6
비유동생물자산,,,,,,
투자부동산,178.5,170.4,249.6,248.2,220.5,-11.2
투자자산,"1,476.8","1,966.6","1,622.1","1,710.7","1,780.0",4.0
장기매출채권및기타채권,37.1,,,,,
이연법인세자산,,,3.0,13.6,9.9,-27.1
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,9.8,13.2,37.6,40.5,37.0,-8.8
기타금융업자산,,,,,,
*순자산1,"4,004.0","4,078.6","4,145.3","4,307.5","4,397.5",2.1
*순자산2,"3,869.5","3,980.3","4,072.7","4,241.8","4,338.8",2.3
부채총계,"1,988.7","1,922.4","1,909.3","1,585.3","1,379.4",-13.0
유동부채,775.3,784.1,846.6,745.0,611.5,-17.9
단기사채,,,,,,
단기차입금,151.8,90.0,220.0,220.0,160.0,-27.3
유동성장기부채,322.1,360.4,143.8,120.0,80.4,-33.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,4.8,4.9,5.4,9.8
매입채무및기타채무,232.9,293.3,292.7,319.6,277.6,-13.1
유동종업원급여충당부채,,,,,0.7,
단기충당부채,,,,,0.5,
당기법인세부채(미지급법인세),18.4,13.5,119.1,17.5,16.1,-7.8
계약부채,,11.6,44.4,40.7,56.1,38.0
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,50.0,15.4,21.8,22.1,14.1,-36.5
매각예정으로분류된처분자산에포함된부채,,,,0.2,0.5,192.7
비유동부채,"1,213.5","1,138.3","1,062.7",840.3,767.9,-8.6
사채,,,,,,
장기차입금,834.6,719.1,622.6,434.2,355.4,-18.1
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,24.3,23.9,24.9,4.0
장기매입채무및기타채무,28.9,47.1,38.6,54.0,49.2,-8.9
비유동종업원급여충당부채,114.3,183.6,258.1,239.3,266.5,11.4
장기충당부채,,10.4,11.2,15.7,23.6,50.7
이연법인세부채,235.6,177.9,78.7,69.4,48.3,-30.3
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,0.2,29.2,3.8,,
기타금융업부채,,,,,,
*이자발생부채,"1,308.5","1,169.5","1,015.6",803.0,626.1,-22.0
*순부채,-61.9,464.4,-204.1,-240.5,-466.9,-94.1
*CAPEX,220.0,56.7,45.0,52.3,47.7,-8.7
자본총계,"4,004.0","4,078.6","4,145.3","4,307.5","4,397.5",2.1
지배주주지분,"3,529.0","3,994.3","4,066.9","4,218.6","4,316.6",2.3
자본금,118.3,118.3,118.3,118.3,118.3,0.0
신종자본증권,,,,,,
자본잉여금,797.5,"1,011.2","1,010.2","1,001.5","1,001.5",0.0
기타자본,"-2,749.7","-2,749.8","-2,755.6","-2,776.2","-2,773.5",0.1
기타포괄이익누계액,114.4,72.1,-115.8,-111.1,-105.6,5.0
이익잉여금,"5,248.5","5,542.6","5,809.9","5,986.1","6,075.9",1.5
*(지배)당기순이익,492.4,280.5,91.1,152.5,146.4,-4.0
비지배주주지분,475.0,84.2,78.4,88.9,80.9,-9.0
*(비지배)당기순이익,26.9,25.1,-2.5,12.4,-7.5,-160.3
수권주식수,"9,000","9,000","9,000","9,000","9,000",0
1주당금액,"5,000","5,000","5,000","5,000","5,000",0
발행주식수,"2,365","2,365","2,365","2,365","2,365",0
보통주,"2,365","2,365","2,365","2,365","2,365",0
우선주,,,,,,
