항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"3,593.6","3,802.7","3,481.0","3,116.4","3,369.3",8.1
유동자산,"1,140.0","1,378.1","1,139.7",797.7,875.0,9.7
재고자산,800.3,"1,025.5",578.6,319.0,465.1,45.8
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,74.4,105.8,157.4,142.3,152.7,7.3
매출채권및기타채권,219.0,166.6,166.7,114.2,141.3,23.8
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,20.5,29.7,32.5,30.3,38.5,26.9
현금및현금성자산,25.9,50.5,204.4,191.8,77.4,-59.7
매각예정비유동자산및처분자산,,,,,,
비유동자산,"2,453.6","2,424.6","2,341.2","2,318.7","2,494.3",7.6
유형자산,835.8,803.7,779.9,742.7,833.3,12.2
무형자산,21.1,20.2,19.5,19.5,19.5,0.2
비유동생물자산,,,,,,
투자부동산,490.4,488.4,486.1,483.9,481.7,-0.5
투자자산,"1,099.8","1,108.9","1,052.2","1,069.2","1,156.5",8.2
장기매출채권및기타채권,6.5,3.4,3.6,3.4,3.4,0.0
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,,,,,,
기타금융업자산,,,,,,
*순자산1,"2,095.1","2,196.8","2,042.5","2,108.3","2,299.9",9.1
*순자산2,"2,074.1","2,176.5","2,023.1","2,088.8","2,280.4",9.2
부채총계,"1,498.5","1,605.9","1,438.4","1,008.1","1,069.4",6.1
유동부채,766.7,"1,375.2",886.3,528.4,900.2,70.4
단기사채,,,,,,
단기차입금,470.0,708.4,546.0,286.0,266.0,-7.0
유동성장기부채,17.5,317.5,50.0,50.0,300.0,500.0
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,1.0,1.5,9.9,5.2,1.9,-62.8
매입채무및기타채무,248.8,323.3,273.7,172.2,300.9,74.8
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),27.6,18.1,5.2,11.3,26.9,138.8
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,1.7,6.4,1.5,3.7,4.4,18.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,731.8,230.8,552.1,479.8,169.2,-64.7
사채,,,,,,
장기차입금,544.7,27.1,400.0,350.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,2.4,8.3,7.0,2.1,0.5,-75.3
장기매입채무및기타채무,30.7,25.8,32.7,13.9,26.4,89.9
비유동종업원급여충당부채,5.7,10.5,7.8,6.0,10.4,74.8
장기충당부채,,,,,,
이연법인세부채,147.1,157.8,103.7,107.5,131.3,22.1
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,1.3,1.2,1.0,0.4,0.6,60.6
기타금융업부채,,,,,,
*이자발생부채,"1,032.2","1,053.0","1,002.8",686.7,566.7,-17.5
*순부채,"1,006.2","1,002.4",775.5,494.8,489.2,-1.1
*CAPEX,15.4,7.5,4.3,2.5,122.9,"4,742.1"
자본총계,"2,095.1","2,196.8","2,042.5","2,108.3","2,299.9",9.1
지배주주지분,"2,095.1","2,196.8","2,042.5","2,108.3","2,299.9",9.1
자본금,172.2,172.2,172.2,172.2,172.2,0.0
신종자본증권,,,,,,
자본잉여금,509.3,509.3,509.3,509.3,509.3,0.0
기타자본,,,,,,
기타포괄이익누계액,44.3,34.3,-44.4,-58.5,31.6,153.9
이익잉여금,"1,369.3","1,481.0","1,405.5","1,485.3","1,586.9",6.8
*(지배)당기순이익,193.6,126.2,-56.4,78.4,98.4,25.5
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"50,000","50,000","50,000","50,000","50,000",0
1주당금액,"1,000","1,000","1,000","1,000","1,000",0
발행주식수,"17,219","17,219","17,219","17,219","17,219",0
보통주,"17,219","17,219","17,219","17,219","17,219",0
우선주,,,,,,
