항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)",전년대비
자산총계,"2,076.7","2,187.3","2,122.5","2,079.6","2,460.7",18.3
유동자산,658.7,555.6,553.5,585.6,963.7,64.5
재고자산,140.6,138.9,116.8,102.5,156.3,52.4
유동생물자산,,,,,,
당기손익-공정가치측정금융자산,,,,,,
기타포괄손익-공정가치측정금융자산,,,,,,
상각후원가측정유가증권,,,,,,
상각후원가측정금융자산,,,,,,
단기금융자산,0.2,0.3,37.2,40.1,290.1,622.5
매출채권및기타채권,484.8,398.3,373.5,404.3,493.7,22.1
당기법인세자산(선급법인세),,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타유동자산,7.3,11.5,5.8,6.2,12.8,105.4
현금및현금성자산,25.8,6.7,20.1,32.4,10.7,-67.0
매각예정비유동자산및처분자산,,,,,,
비유동자산,"1,418.0","1,631.7","1,569.0","1,493.9","1,497.0",0.2
유형자산,"1,367.5","1,562.0","1,486.6","1,400.8","1,367.8",-2.4
무형자산,4.0,7.5,7.5,11.7,12.4,6.2
비유동생물자산,,,,,,
투자부동산,,,,,,
투자자산,46.6,62.2,67.8,72.7,93.0,27.9
장기매출채권및기타채권,,,,,,
이연법인세자산,,,,,,
장기당기법인세자산,,,,,,
계약자산,,,,,,
반품(환불)자산,,,,,,
배출권,,,,,,
기타비유동자산,0.0,0.0,7.1,8.7,23.8,174.4
기타금융업자산,,,,,,
*순자산1,"1,292.5","1,403.4","1,505.4","1,538.9","1,672.3",8.7
*순자산2,"1,288.5","1,395.9","1,497.9","1,527.2","1,659.9",8.7
부채총계,784.2,783.9,617.1,540.6,788.4,45.8
유동부채,704.9,571.9,459.5,415.8,405.6,-2.5
단기사채,,,,,,
단기차입금,351.4,309.7,135.0,95.0,48.0,-49.5
유동성장기부채,16.7,31.3,80.0,52.9,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
유동금융부채,,,6.8,3.3,7.8,139.5
매입채무및기타채무,334.3,223.6,220.2,257.8,325.0,26.1
유동종업원급여충당부채,,,,,,
단기충당부채,,,,,,
당기법인세부채(미지급법인세),,5.8,15.0,3.9,21.8,466.5
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타유동부채,2.5,1.5,2.5,3.1,2.9,-3.8
매각예정으로분류된처분자산에포함된부채,,,,,,
비유동부채,79.3,211.9,157.6,124.8,382.8,206.6
사채,,,,,271.5,
장기차입금,4.2,145.9,65.9,13.0,,
당기손익-공정가치측정금융부채,,,,,,
상각후원가측정금융부채,,,,,,
비유동금융부채,,,0.5,5.5,16.2,192.4
장기매입채무및기타채무,7.3,7.3,7.4,8.6,12.3,42.9
비유동종업원급여충당부채,6.8,7.3,22.1,32.5,10.7,-67.0
장기충당부채,,,,,,
이연법인세부채,61.0,51.5,61.9,65.2,72.0,10.5
장기당기법인세부채(미지급법인세),,,,,,
계약부채,,,,,,
반품(환불)부채,,,,,,
배출부채,,,,,,
기타비유동부채,,,,,,
기타금융업부채,,,,,,
*이자발생부채,372.3,486.9,288.1,169.7,343.5,102.5
*순부채,346.5,480.2,231.0,97.2,42.8,-56.0
*CAPEX,52.6,290.1,37.3,16.3,43.9,169.6
자본총계,"1,292.5","1,403.4","1,505.4","1,538.9","1,672.3",8.7
지배주주지분,"1,292.5","1,403.4","1,505.4","1,538.9","1,672.3",8.7
자본금,532.9,542.0,542.0,542.0,542.0,0.0
신종자본증권,,,,,,
자본잉여금,339.3,343.7,343.7,343.7,378.4,10.1
기타자본,-52.0,-52.0,-52.0,-52.0,-52.0,0.0
기타포괄이익누계액,1.8,-3.1,-3.7,-2.6,-1.3,50.9
이익잉여금,470.4,572.8,675.3,707.8,805.2,13.8
*(지배)당기순이익,-29.7,106.2,107.9,33.1,100.5,203.3
비지배주주지분,,,,,,
*(비지배)당기순이익,,,,,,
수권주식수,"200,000","200,000","200,000","200,000","200,000",0
1주당금액,500,500,500,500,500,0
발행주식수,"106,585","108,395","108,394","108,395","108,395",0
보통주,"106,585","108,395","108,394","108,395","108,395",0
우선주,,,,,,
